product_name,review_date,reviewer_name,reviewer_gender,reviewer_total_reviews,helpful_badge,award_count,review_title,review_content
Pure Soap,01/20/2023,Mlleghoul,F,458,,1,A secret recipe for black tea flavored fudge,"What an incredibly weird and wonderful fragrance! This is a thick, rich, gooey tea-flavored fudge spiked with citrus and which reveals some evocative earthy elements that emerge as it dries. It’s as if a pot of strong tea was boiled down with a teacup full of brown sugar, a goodly glug of molasses, and slivers of bright yellow lemon peel, and then the mixture was stirred together with an entire box of sweet, nutty, whole wheat graham crackers crumbs and left on a counter to cool and set overnight. Fast forward about twenty years, and rather than the treat itself, this fragrance smells of its dusty, stained magazine clipping recipe card and which was secretly buried in the back garden by your eccentric relative because they didn’t want anyone to have their recipe after they died. This is why we dig it up and make the hell out of it and shout the recipe from the rooftops– because we don’t believe in gatekeeping the good stuff."
Cool Cotton,10/25/2024,Vibrantgirl,F,66,,4,"Pretty, fruity, earthy","I sampled this not expecting to be wowed… MJ isn’t my fave house. But holy cow… I love it. It’s got the balance of sweetness at top and woodiness in the base that I enjoy in Daisy Love but with more fruity zing. Banana flower is a new note for me, and I really enjoy it here. Sandalwood and vetiver in the base remind me of grass in a really fresh way.
I think the Daisy line are all generally inoffensive, sweet, pretty… and this one is actually a standout!

ETA: came back to say I smell this strongly for the first hour, then I go noseblind to it and get a ton of compliments. lol Around hour 5 I start smelling it on myself again, but more intimate projection. A big spring love"
Cool Cotton,04/23/2025,Milichka,F,4,,3,"A Little Sour, Zesty, Breezy, Unforgettable!","I have a lot of perfumes, but this one definitely makes the top 5. What I love most is that little sour twist it gives the scent such a fun, lively kick! It’s fresh, green, and just the right amount of tart to keep things interesting. It reminds me of picking wildflowers on a sunny summer morning, right after the rain, when everything smells clean, green, and a little bit tangy from the damp earth and crisp air. There’s also a playful edge to it, like biting into a green apple or sipping on sparkling lemonade in a garden.
I usually wear it in the summer when its bright, green vibe really comes alive. It lasts around 7 hours on my skin, and the sillage? So good. I always get compliments when I wear it—it leaves a fresh, happy trail that gets noticed in the best way!"
Cool Cotton,04/21/2025,Ursaw,F,166,,1,80s city pop flavored chewing gum,"Synthetic, playful, adorable. Banana-flavored chewing gum; rubbery smell of a bouncy castle; entrance to the beach level in Sonic Adventure DX – with low poly women in swimsuits and incredibly blue water in the pool that somehow feels more real than the real thing.

Artificial banana part took about ~2 hours to evaporate. And perhaps that's nostalgia's fault – but I loved every moment it lasted. Jasmine, while visible, never took centerstage, and faded away soon after.

I was left with what I can only describe as ""sweet sneakers"" scent. It's like your regular clean sneakers, but with powdered sugar on top. Not unpleasant, but not something I'm looking for in a perfume either. My partner said that I smelled ""like freshly washed feet after a long day of walking"", so take that as you will. That scent took ~1,5 hours to settle close to the skin, and in another ~3,5 hours it was gone.

I don't think I'll ever wear it again, but I will remember those first 2 hours fondly."
Cool Cotton,02/23/2025,lucekingg,F,157,,2,Sunscreen (Derogatory),I really wanted to like this because I bought a miniature set from Sephora with this and the original Daisy EAU DE TOILETTE and it smelled intriguing in the bottle. On my skin the banana came out in a way that I didn't like. I don't like bananas or banana flavored things and I am SUPER picky about them in fragrance. I tend to dislike them in my perfumes; there are a VERY few exceptions and this is not one of them. This smells like sunscreen and not the kind of sunscreen that smells good. The set was only $21 and there's a mini Daisy so I'm excited about that so I'm not too torn up about this but I am sad that I didn't like it :(
Cool Cotton,01/27/2025,Kishmish,F,25,,2,not a stand out but wearable,"Marc Jacobs as a fragrance brand never stood out to me - moderately priced, pleasant enough without pushing the limit, with eye-catching bottles that draw me. But as beautiful as Marc Jacobs' bottles always are - Daisy Wild being in my favorite colors, no less - the fragrances miss the mark. I'm a fruity floral lover, there's no denying that, and most lighter, fresher, designer fragrances are nice enough that I wouldn't be holding back negative emotion if someone handed me a bottle as a gift, but I probably wouldn't spend my hard earned cash on them, either. Daisy Wild is in that same boat - fresh, sweet, with a hint of fruitiness, the perfect amount of sillage and depth for everyday, and won't create a sneezefest on the subway/metro/T/tram/bus etc. I enjoyed wearing it and would definitely use the heck out of a bottle, since this is basically gone by hour six, but it's not unique. From the middle to end of wear time is really where the fruity tropical smells come out, and the base is soft, sweet, and subtle. Reminds me a lot of the effect of Donna Born in Roma Coral Fantasy, but I enjoy that one a bit more."
Cool Cotton,03/23/2024,HWatling,F,5,,1,Beautiful inside and out.,"I was testing some new releases at Ulta and I decided to smell this one of course. I do love many of the scents in the Marc Jacobs line. I knew I would invest in this one at some point in time for nothing more then the bottle, which is their most creative and lovely presentation yet. I sprayed it on my skin and clothes. Wow! I’m in love It is a floral, which is..."
Cool Cotton,09/06/2025,Ladymarie,F,50,,1,Sweet and tangy,"It’s sweet, it’s fresh, citrusy and a little tangy, it’s a nice light floral blend. The silage is moderate. The longevity for me seems to be 8 plus hours. I enjoyed wearing it but the crispness of it reminds me of Dolce and Gabbana light blue which is also lovely. I feel like it does tend to maybe lean a little too sweet, but not too much that it’s sickening."
Cool Cotton,04/10/2025,hmrls,F,22,,1,meh and mainstream,"The original Daisy was my signature scent when I was a teen so when I got a sample of this I hoped that it’d be the same soft, fresh, floral scent, but greener.
Unfortunately, this one has such a basic mainstream DNA.
I mean, it’s nice, but it’s just a generic scent.

Good for a younger audience with not a lot of knowledge of perfumes"
Cool Cotton,08/03/2024,pudelbonzo,F,2405,VERY HELPFUL REVIEW,15,Get out of my heart...,"... and seek joy, in this beautiful summer time. .. This song goes through my mind as I wandered through the perfume department of Karstadt, where the various summer scents were beautifully displayed. My eyes naturally lingered on the lovely Daisies by Marc Jacobs, which bloomed colorfully at me. I not only like the scents, but the beautiful floral bottles also appeal to me...."
Cool Cotton,07/28/2024,Sequoia,F,137,,5,Short Trip to the Greenhouse,"With a dip into the sample pot, ""Daisy Wild"" has earned its ticket for vacation with me. And it has proven to be wearable, even though it doesn't completely fit my usual preferences: Right after spraying, this fragrance feels exotic-floral, fresh, and a bit sweet. Unfortunately, the combination comes across as artificial. ""Daisy Wild"" doesn't impose itself, remaining..."
Cool Cotton,06/19/2024,Spektrum,F,113,,5,Wilder than expected Jasmine scent,"Colorful plastic flowers as a cap, I was skeptical during the test... But the jasmine works well for me, pushing all thoughts of dull, chaste daisies to the back. It has a green note plus a hint of clean sweat. And then something that reminds me of the smell of a cat's paws. The floral-fresh jasmine and a bit of rainwater aquatic keep everything on the clean side; I find it very wearable and I'm somewhat tempted by this creation.

edit.: Now I've bought it as a late summer scent; I perceive the banana blossom more as a green sweet fruit note in the heat, which I also like very much, I've never smelled anything like it before. In the dry down, a hint of aquatic remains with the other notes in the background, so it stays fresh.
Sillage is rather weak, so not intrusive. The bottle is refillable, which comforts me about the plastic flowers that, unlike green-floral-sweet scents, do not fit my usual preferences."
Cool Cotton,03/03/2025,UnicornCoco,F,374,,2,I am confused,"When I sprayed the fragrance, it smelled so fruity, juicy, and almost real, truly tempting enough to bite into a fruit. I just couldn't quite pinpoint which fruit it was, yet I felt like I was on the verge of figuring it out. Melon? Lychee?
But then, unfortunately, a note emerged that unpleasantly smelled like old floral water.
At home, I was very surprised to see that there is neither a zesty fruit nor a stinky flower in the notes. Banana blossom has never come across my path before, and I would really like to know if this is responsible for the described scent impressions. It must be so, as it is the top note; at the same time, the only flower in it - jasmine - is one I usually like very much.
The ""stinky floral note"" unfortunately lingers for a while, making the fragrance not suitable for me. After over an hour, it finally fades away, and it smells deliciously warm, floral, and sweet, almost reminding me of ""Daisy Love Eau So Sweet"".
From there, the fragrance is and remains pleasant, ending with very soft, almost chocolaty sandalwood and vetiver notes."
Cool Cotton,04/11/2025,Mina4,F,48,,3,The association ruins the scent for me...,"I am really into beautiful bottles, and those from Marc Jacobs have always appealed to me. Today I tested Daisy Wild, and I will first describe the scent itself: I find it really well ""composed"" and extraordinary. Unfortunately, I haven't been able to test much from MJ yet, but compared to most other designers, this one stands out. I like the banana blossom that smells..."
Cool Cotton,04/29/2025,Kerkyra74,F,669,,2,Overripe Baked Banana,"I am disturbed, with a green bottle you expect ...something fresh... let’s be honest. I have already smelled/tested several fragrances with banana or green banana leaf and thought Banana Bliss was an artificial filler. This one is somehow buttery, creamy, like a Banana Split with double cream, and after 10 minutes it has a burnt plastic note, as if..."
Clean Silk,01/08/2025,Lenny505,M,6,,1,Spicy old vanilla Cigar,"After one second it fulfilled my nose with spicy tobacco notes but i can also strongely smell the pepper and vanilla. This is something i really didnt expected from van cleef. All of there other perfumes are so heaven like standard good smelling scent for everyone but this one is the complete opposite. Strong notes, dirty smell, spicy and strong. The combination of the notes remind me of spicebomb fragrance without the cinnamon notes but i hate them, so i would 100 % choose this. The price is already down and almost reaches the 100$ limit. I think the price is fair for this type of perfumes.After a few minutes the vanilla more and more breaks through the other notes but is still in the backround because the pepper and tobacco are overwhelming. This reminds me of old men who smoke expensive cigars on the evenings and then, when they go back inside their house the smell of the cigar combines with the smell of their old wooden cabinets."
Clean Silk,07/17/2024,Oliban,M,11,,3,Nothing Precious!,"What a disappointment!
This was a blind purchase based solely on the fragrance notes provided by the site.
I'm going to be brutally honest, even if it might offend some!

Upon the first spray, I was hit with a very dense, powerful, and pungent amber note (it smells overwhelmingly of Ambroxan!). It was an assault on my senses! This note was so overpowering that it completely ruined the experience for me.
As for the rest of the scent's evolution? Ugh! Disappointing!
I detected a hyper-concentrated Myrrh resin, which gave off an olfactory impression somewhere between rubber and leather.

There was nothing syrupy or sweet about this fragrance.

There was no hint of Oud wood! But it felt as if it was there! It reminded me of the Oud found in poorly crafted fragrances - chemical and invasive!
The vanilla tobacco was overdone and lacked finesse!
I found it to be irritating and aggressive. It was like an olfactory punch... A bulldozer!

In the same vein, I would place:
Ameer Al Oudh Intense Oud by Lattafa Perfumes."
Clean Silk,10/17/2024,Avantgardist,M,42,,7,Holy Father Figure on the Motorcycle,"A tension-filled contradiction that simply works too well.

One takes:

- a hardened biker who has left his wild days behind
- a somewhat unconventional pastor
- a kind, caring father

These three types were best friends in childhood. Their lives have developed in completely different ways, and now, after many years, they are finally together again. Drinking, laughing, smoking, telling stories from yesterday, the day before yesterday, and today, and it is just like it is with really good friendships: as if not a day has passed. Sometimes the laughter quiets down, and there is also room for silence. Never uncomfortable. Eloquent silence.

In this circle of trust, closeness, and cozy friendship, one is simply welcomed by Encens Precieux and joins in as if it were the most natural thing in the world.

The opening: immediately strong peppery notes, with a sweet leatheriness. Warm, pleasant - with incense and tobacco as accompanying spicy notes in the background, and amber, myrrh, and vanilla for comfort. Not directly intrusive, but captivating.

Over time, the pepperiness diminishes somewhat, creating more space for the sweetness. The spiciness remains. Only towards the end does Encens Precieux softly exhale sweet-tobacco notes and bids farewell on quiet feet.

It can actually be worn all year round - except in summer. Then it’s better to wear it only late in the evening, otherwise it becomes too much.

Longevity and sillage are somewhat better than what is usually expected from Van Cleef & Arpels and quite decent. Not a bad powerhouse, but certainly not weak either. For me: just right.

The bottle: simple, elegant, timeless. Not an eye-catcher or a showcase of glassblowing.

Price-wise: the RRP is currently (end of 2024) €165, if I remember correctly. To be honest, that wouldn't be too expensive for a soul fragrance like this. Street price: €125. Still not a bargain - and worth every cent.
Conclusion: some fragrances hit you immediately upon spraying. Encens Precieux is not such a companion. Not a loudmouth, not a wallflower. It rests in itself and welcomes you with calm, cozy warmth, without lulling you to sleep. You feel at home right away and experience something better than happiness: contentment."
Clean Silk,05/10/2024,Dennis1104,M,995,HELPFUL REVIEW,10,"Van Cleef & Arpels typically high quality, but the DNA is not for every nose","Encens Précieux is a fragrance that perfectly fits the niche theme, even though the brand Van Cleef & Arpels is strictly speaking a designer house.

Here you get a relatively strong leather, nicely spicy and especially peppery wrapped.
It also has a good portion of incense and myrrh.

Especially in the opening, it even comes across as quite animalistic, and that is not pleasant for every nose.
Presumably, classic designer noses will definitely not like this fragrance, just like people who always want something very pleasing. Encens Précieux certainly knows how to provoke.

The start is, as mentioned, quite animalistic, strong, spicy, peppery, and leathery. After a few minutes, the animalistic side recedes a bit, the leather is still very present, and the pepper becomes more intense.

As the fragrance settles more and more, it becomes gradually a bit ""quieter."" The leather does not seem as strong anymore, the peppery elements are still very present but more pleasing. Additionally, a bit of tobacco comes in, along with some vanilla. The incense also becomes quite pleasant in this phase.

The spicy impression continues, but with the vanilla and amber, it even becomes almost creamy.
In other words, towards the end, a really subtle sweetness comes into play.
Woody elements are also still present.

All in all, a well-made fragrance, as I expect from Van Cleef & Arpels.
Nevertheless, this scent is not for everyone, due to its slightly animalistic traits.
It simply has edges and corners, which also makes it stand out."
Baby Girl,06/21/2015,Sorceress,F,216,,1,"Sweetly Floral, Perfectly Mixed Fruit","This is a well-mixed blend of jammy fruits that are richly blended to give a vintage feel to a perfume that's really not that old. If you didn't know the name or year of this perfume you would swear you were smelling a vintage perfume from decades ago. It's full-bodied, thick and lays on a bed of deep woods.
It's a sticky floral, almost narcotic with its sweetness. Decadence is sensual, old-school and more sophisticated than one would expect for its price. Some might call this a stuffy type of perfume, and that's ok. It's just not their style. It's not for everyone. That's what makes perfumes fun for all of us.
Decadence is long-lasting and strong, better-suited for nights. If you're looking for a strong perfume that brings you back to vintages, this might be one that's affordable. It's like walking down a lush garden path, inhaling every bouquet you can, with an outdoor kitchen not far away.
My bottle and box are marked ""Parfums International"" and look like the Prince Matchabelli bottle, so I'm actually not sure which one I own. I can post my review in both sections until someone can advise."
