product_name,review_date,reviewer_name,reviewer_gender,reviewer_total_reviews,helpful_badge,award_count,review_title,review_content
Chloé,09/14/2025,Fabian100,M,6,,1,This fragrance brings compliments!,"I have rarely received more compliments for a fragrance. Perhaps it’s precisely because it is different. The scent notes are all very natural and subtle, yet the overall composition is very intentional and strong in presence. To me, it smells like a spa day, sauna infusion, and a winding down of the day. I consider it one of the fragrances for late summer and autumn."
Chloé,12/18/2024,Fabianwzl,M,2,,0,Pepper that you won't smell in the kitchen,"Well, I guess it's time for my first review :)

Let's go through it chronologically and start with the packaging.
Here, one has to ask the question, what more could be improved?
Starting from the packaging to the embedding of the bottle and the cap of the sprayer.

The only allowed complaint at a high level would be that Massimo doesn't offer a real difference compared to other fragrances from the brand Christian Provenzano.
Alright, now to the most important part:

At the beginning, the bergamot makes its presence known, but in my opinion, the pepper is definitely in the spotlight here. Both at the opening and during the drydown.
I'm not entirely sure about the H/S.
On clothes and with close ""sniffing,"" the scent is definitely noticeable all day, but for someone who wants to draw the attention of the entire room, it's definitely the wrong choice.

Personally, I prefer to wear the fragrance in combination with a clothing style of at least business casual.
In general, it's definitely a great office scent that you can hardly go wrong with and still smells unique.
Oh yes, price/performance...

Fortunately, I was able to secure Massimo with a 20% discount on Black Friday, but if we consider the regular price of 289,- for 100ml, that's quite a statement.

Definitely not a blind buy."
Nomade,05/05/2018,pudelbonzo,F,2405,,19,Stable Scent,"My husband insists that one never really gets rid of their ""stable scent.""

He means this in a social sense - and he may be right.
My mother put it more bluntly: You can't turn a chamber pot into a soup pot.

I enjoy carrying the stable scent with me in two ways.
On one hand, the aforementioned imprint, and on the other hand, the familiar scent of the horse stable that always accompanied me.

That soothing scent, when my husband started the clattering oat mill, was a delight for me.
The stables were permeated with the scent of oats, rounded off by the note of hay.
And the horses stretched their necks in anticipation of their meal.
And then afterwards their satisfied munching.

I also loved wandering through our oat fields, where the blue blossoms of cornflowers stood out.
The good soil exuded earthiness - and in the air lingered the nutty scent of hazel bushes.
A piece of home.

Oat & Cornflower is a natural, nature-connected fragrance that not only reminds one of the English fields but also of the fields and meadows in the beautiful Sauerland.

Why wander far away - see, the good lies so close."
Nomade,05/15/2018,loewenherz,M,916,,18,Casual Delicious Breakfast Flaky,"The underlying principle of Jo Malone's English Fields series is actually quite clearly anchored in its name: English fields. So, a green or at least botanical theme: each featuring a flower and mostly - in four out of five cases: wheat, barley, rye, and here indeed oats - a type of grain. This heralds summery scents - like a cheerful country outing through English hill landscapes with a well-filled picnic basket.

Green Wheat & Meadowsweet, the first (and most beautiful) of the five limited edition scents I have commented on, still fulfills this expectation: a quietly cheerful summer fragrance full of wonderfully fresh June greens - uncomplicated, effortless. Honey & Crocus, which I described a few days ago, already diverges - as a scent of warm, buttered honey rolls, while still allowing its botanical name part - the crocus - to be recognized.

With Oat & Cornflower, there is hardly anything to be found of its floral component - the cornflower. Instead, there is much more of its (processed) grainy aspect. Oat & Cornflower is the scent of breakfast flakes, leaning more towards Frosties or Smacks in terms of sweetness than Toppas. It also reminds one of oatmeal cookies - the American version, the size of beer coasters and still soft on the inside. Or of warm cake. Butter cookies. Its medium strength is quite suitable for summer.

Conclusion: this cookie note is a bit one-dimensional. Where, for example, Serge Lutens' Jeux de Peau, which many also call a cookie scent, adds a noticeably organic, almost animalistic component that makes it interesting and experienceable beyond the grainy sweetness, Oat & Cornflower exclusively focuses on cereals (which sometimes have more calories than chocolate). For lovers of gourmands, it is a feast for the senses. But there is hardly a trace of English fields."
Nomade,03/11/2018,DonJuanDeCat,M,2046,VERY HELPFUL REVIEW,9,A Scent Like a Spread,"And here we go again with the new Jo Malone fragrances. The English Fields scents are fragrances that include, among other things, grain notes. But don't worry, anyone thinking that you might smell like bread with these is mistaken :D

Although the grain notes in the fragrances are certainly noticeable (even if not particularly strong), they do not smell like bread or porridge or anything else you typically make from grains (... yes,... beer is also made from various grains, you thought of that immediately, didn't you?... :D). The fragrances are, of course, more perfumey, but the grain gives them a special, unusual note.

I find that all five of the fragrances are quite lovely and should at least be checked out once. Now comes Oat & Cornflower, one of the slightly heavier and creamier scents from this line.

The Scent:
I don't know how cornflowers smell, but the scent starts off quite creamy, sweet, and floral for me. Then it becomes a bit nutty; I find the hazelnut is quite noticeable and reminds me, especially together with the sweet, creamy notes, of chocolate spreads like Nutella, well, at least a little.
The creaminess remains, and you can perceive a bit of oat, although not very strongly, and the scent generally smells good, but also a bit heavy, at least for a summer fragrance; it might come off as a bit intense for some.
In the base, the scent remains creamy and sweet with what I perceive as indeterminate floral notes. You can still smell the hazelnuts for a while before they fade away. I'm a bit unsure about the vetiver; it seems to be very weak, although some could detect this note better than I could, which means that vetiver is likely quite noticeable. And as Zitrönchen mentioned in her comment, there’s also a feeling that a light coconut note might appear.
I think Oat & Cornflower is a successful scent as well.

The Sillage and Longevity:
The sillage is really good; you leave a nice, larger scent cloud and are therefore quite noticeable.
The longevity is even extremely good. Sprayed on just before evening, around 5 PM, I could still smell the scent well on my skin the next morning after lunch.

The Bottle:
The rectangular bottle is slender and tall. It has a pale blue pastel look and looks nice. A special feature is the lower third of the bottle, which is rocky. Or rather, it has a rocky, grainy ""wallpaper"" that looks good and feels nice. A very beautiful bottle.

Yes, I also really liked this scent from the English Fields line, but unfortunately, I find it a bit too feminine for me to wear as a man. Most of the scents in this line (unfortunately) come off as a bit too feminine, but for you ladies, they represent successful fragrances that you should check out.

Oat & Cornflower has turned out creamy and sweet, smelling of oat and hazelnut, and initially, especially because of the hazelnut, it even seems a bit like a nutty-chocolate spread, so it really smells delicious, even if it comes off a bit heavier than the other fragrances. Of course, I would advise against using it as a Nutella substitute, even if your Nutella is all gone and you really want to snack on such a spread. Because no matter how delicious a scent smells, it never tastes like it smells, um... I'm not speaking from experience here... :D
But you probably know that; on the other hand, I also know that you are all crazy addicts, capable of anything, so you never know,... :DD

The scent is wearable in spring, but you might want to be careful not to over-apply, as it can come off as heavier, especially since it lasts quite a long time. By the way, this makes it very suitable for going out.

So, as I said, check out this scent when you have the chance; maybe you'll like it too!"
Nomade,03/05/2018,Zitrönchen,F,12,HELPFUL REVIEW,5,From Picking Flowers to Baking Cookies,"First of all, I like them all, the new and limited Jo Malones from the English Fields collection, but this one unfortunately comes in last for me. This may be mainly because it is incredibly intense for a Jo Malone fragrance.

The Bottle
Typical for Jo Malone fragrances in a limited edition, all English Fields scents come in the classic Jo Malone design with a twist. This time, the glass of the bottle is painted in pastel colors and glazed in a structured and contrasting color in the lower third. This creates a texture reminiscent of stone and porcelain, as if Jo Malone had teamed up with Villeroy & Boch. It is elegant and chic and fits wonderfully in the hand. The cap is made of plastic this time and is in the same color as the upper two-thirds of the bottle. The caps fit a bit tighter than usual, so the fragrance usually opens with a satisfying ""pop"" sound. As beautiful as the bottles are, they do have a drawback and an advantage at the same time. On one hand, the fragrance is somewhat protected from light, but even when held against a light source, the fill level can only be guessed. Furthermore, the transition of colors is not cleanly executed on all bottles, and some have a slight color shadow in the transition. Those who care about this should take a close look at the bottles before purchasing.

The Fragrance
Wow, this is a strong little potion for an EdC. At first, a rather heavy and floral note hits you with a slightly powdery undertone. This is apparently the cornflower, though I don’t remember its scent being so heavy and overwhelming. It’s almost as if you’ve just picked a large bouquet of flowers and are now burying your nose right in, and then the fragrance takes its time. It takes a relatively long time for the development to begin, as if you’ve leisurely set off on your walk home with the bouquet. Once there, freshly baked cookies are cooling on a plate and filling the house with their scent. Because after some time has passed, oats and hazelnut finally emerge, providing a creamy cookie scent. Nevertheless, the cornflower remains very present for a long time, vying for attention. The vetiver is only subtly noticeable, as if it doesn’t want to be noticed, but this also keeps the fragrance from going completely off the rails and becoming too sweet. In the end, a creamy, slightly sweet scent emerges, as if coconut or vanilla were included. Even after 8 hours, I can still clearly perceive the fragrance on myself.

Conclusion
This fragrance is something for cooler spring days when you long for the blooming of flowers, or for autumn when you’re not quite ready to let go of summer. It is surprisingly intense and long-lasting, and one should already enjoy heavier fragrances, as it clearly leans towards the gourmand direction. Those who like light scents like Wild Bluebell are in the wrong place here. However, those looking for a spring-like and lighter alternative to Black Opium with a cookie note that you don’t smell on every corner might find joy in this fragrance."
Nomade,01/19/2024,Arrosa,F,48,,9,Incredible...,"... beautiful!

I am happy and sad at the same time, because with Oat & Cornflower I have found my new great love and my signature scent. It could be so wonderful if the fragrance weren't a limited edition from 2018.

Now, let's talk about the scent:
Cornflower or anything floral is not really perceivable here. Rather, the composition of hazelnut and oat is more distinguishable.
While there is indeed a slight green note in the fragrance, it is fundamentally warm, soft, perhaps even a little lactonic and vanillic.

For me, it is a feel-good scent. One that hugs me. One that makes me feel alive. And one that reminds me of nature and the beauty of life.

And yes, when broken down, one could say it also evokes thoughts of a nut porridge. It is definitely a gourmand, although not a classic one. So there’s no need to worry about smelling like oatmeal :)"
Love Story Eau Sensuelle,05/17/2025,Cawdor,M,22,,1,"Dry, fuity incense","Fruity, primarily raspberry, incense blast that fades to an amber-sandalwood-slightly earthy, slightly medicinal finish.

Interestingly, for a perfume that features fruit notes, there's no cloying sweetness here, and it's dry as a bone. This astringency is the core characteristic of the perfume. Incense is very prominent in the opening but turns more subtle during the drydown, emerging in wafts throughout the day.

I wasn't hugely impressed the first time I wore this, but it has grown on me, primarily because it is so spare, so aloof, and even though the constituent notes are far from unique, the way they are presented gives this a distinct character of its own.

This doesn't suggest anything cosmic to me, or actually conjure up any immediate mental images or emotional associations. It's a pretty cerebral creation, and I like this a lot more than I initially thought. Long lasting, intermittently powerful, worth investigating."
Magnolia Alba,05/17/2024,Catchmynose,M,67,,3,The Gummy Bear Alternative,"Touché… The name evokes a nasty pressure in my stomach. Is it something about the scent? No!! I wasn’t outsmarted during fencing or a discussion, and I’m not sitting here - after a direct hit (Touché) - sulking in the corner.
What makes me feel queasy is the thought of a boy band of the same name that wreaked havoc in the early 2000s. Not only did the ""pop titan"" himself produce this musical disaster… but these ""musicians"" are more aptly described as a ""quirk of nature."" Just take a look at the pictures on Google…. or listen to one of their ""songs.""
Due to this association, I obviously don’t agree with the naming. Whether the people at LPDO have ever heard of this group is questionable. However, what this group definitely would have known is a little fragrance from Tiziana Terenzi.
Kirkè EXTRAIT DE PARFUM surely served as a godparent for this creation. But that doesn’t make the scent any worse…. and some even claim that TOUCHÉ is the better Kirke; but I won’t go that far…
The opening is sweet-fruity. A colorful tropical cocktail with all sorts of goodies from the fruit department. I can perceive berries and peach… the rest of the ingredients, however, vanish in a fragrant cloud of sugary vacation vibes. Touché is not a freshie, as it performs too sticky for me. Already in the top note, I notice the biggest difference from Kirke, which continues to linger for a long 8 hours until the finale. Most call it ""synthetic""… I call it ""positively piercing."" OK… Kirke already experiences something like ""hate"" and is often labeled as ""chemical club"" or ""hairspray scent."" Now I could say: ""Just look up the word synthetic on Wikipedia… then you’ll find something about 'Touché' too""… but I won’t say that…. And why not? Because I like ""the thing."" Do you know those plastic twist-and-drink bottles? As a child, I loved that stuff. On every school trip or even on a trip to Hagenbeck, those sugary fruit juices with a delightful formaldehyde aftertaste were always there! And that’s exactly what TOUCHE reminds me of; and that’s POSITIVE! The sillage is also good and gives the surroundings the childish impression of a visit to the Bäderland-Hamburg. I don’t feel this connection with Kirke.
Price: Here the equation applies: 10x Touché = 1x Kirke; and you can certainly notice the extreme price difference as the TT hit feels softer and more mature (WHAT!!!! …the Kirke bashers will now exclaim… “That’s just not possible”).
Conclusion: An inexpensive alternative from Italy with a gummy bear flair. Not for everyone… Still: I LIKE!"
Nuit d'Oranger,06/05/2017,Serafina,F,479,HELPFUL REVIEW,3,Speculoos or Caramel Cookie?,"So what is it? This perfume has elements of both, yet it is not a typical gourmand that makes you smell like you've spent the last hours baking cookies in the kitchen (although I do enjoy such scents!). Other notes still play a significant role, flowers that I cannot identify as individual notes, and base notes that transform “Star of the Season Elixir” into a spicy-warm, sweet, yet simultaneously elegant perfume.
I completely agree with Angua that the pyramid of “Star of the Seasons” fits better, and the one for the Elixir apparently only shows the additional notes. My “fear opponent” cumin fortunately only makes a brief appearance and in a rather friendly manner. It has ruined many beautiful scents for me in the past, as it usually comes off as sweaty on my skin - thankfully not here.
Even with the small sample, I immediately fell in love with this scent. And by chance, there was also a current sharing going on. However, the decant will only be used during the pre-Christmas season - ultimately, it is indeed a perfume that I find extremely suitable for this time of year due to the spices and sweetness."
Orchidée de Minuit,06/08/2015,Caliope,F,28,HELPFUL REVIEW,3,oh no...,"...it's not that bad after all! This scent has a distinctly berry-like quality to it, reminiscent of Armani's City Glam, somewhat herbal and perhaps a bit of an acquired taste for some noses. In the case of Sex and the City, however, there’s also a gourmand touch of caramel that starts off sugary and then spreads deliciously and slightly creamy, especially in the base. And a dose of almost overripe oranges/tangerines. I have nothing against herbal notes and I prefer the berry aspect much more than the orange one, but the combination of both isn’t really my thing, especially when both elements are so strongly present. I can't perceive ambroxan, and the woods could definitely stand out more for my taste, which would give the scent more edges and character. As it is, it remains quite agreeable.
Sex and the City is not a milestone in the art of perfumery, but it can easily compete with all the Katzenbergers, Playboys, Essences, and whatever else is available in the drugstore, and it makes for a nice companion on moderately warm days."
Orchidée de Minuit,09/09/2014,NadsSpatz,F,596,VERY HELPFUL REVIEW,2,Sour-Fruity instead of Sensual-Sexy,"~ Inspiration ~
I received the perfume in a swap. I know the series ""Sex and the City,"" but I was previously unaware of the perfume.

~ Bottle ~
The square shape with rounded edges is in transparent khaki. The name is printed in gold lettering on the front.

~ Scent ~
Sour-fruity.
Upon spraying, it is initially quite zesty with blood oranges, mandarins, passion fruit, and berries. After a few minutes, floral accords emerge in the form of gardenias, orange blossoms, and jasmine. With sandalwood, musk, amber, and a gentle caramel note, it finishes somewhat warm and woody.

~ Longevity ~
Unfortunately, it only lasts about 2-3 hours on my skin (a bit longer on clothing and hair). You can confidently spray it on.

~ Occasion ~
A 0815 everyday scent that can be worn anytime and anywhere.

~ Conclusion ~
Not so bad at all - I just expected a different scent direction based on the name. Additionally, it is a bit too synthetic and sour for me."
Orchidée de Minuit,08/04/2014,Seerose,F,775,,0,Slow-Motion Quickie,"If anyone expects me to elaborate on the topic of sex: no way! I certainly won’t reveal anything about myself! I will never do that, even with the most sensual fragrances.
This scent is conveniently found in the ""Sample on Tour"" travel package, and I randomly fished it out of the collection because the label was so faint that I had to use a magnifying glass and LED light to decipher the name. So I quickly applied it, called it up, and before the scent evaporates again, I’ll describe it quickly.
""Sex sells"" - that is the unmistakable intention behind this perfume name.
Because such an inexpensive little bottle can be afforded by any teenager, allowing them to gain recognition in their peer group, and perhaps provoke a few prudish adults.
But otherwise, this is a perfectly normal boring cheap scent. Harmless!
""SatC"" starts fruity, but not too sweet, quite zesty. Not even with a ""red berry note"" does it provoke me.
Flowers, if they are even perceptible, are muddled by synthetic sandalwood. Unfortunately, there are no animalistic, carrion-like O-flowers or even jasmine clusters that evoke any associations or feelings of desire, of any kind, e.g., the desire to get worked up over such stinky odors. Not happening! No chance.
Gardenia? Pah! You have to knit that yourself if you want to have at least a visual idea of it - or something like that.
For a little while, ""SatC"" is somewhat sharp and spicy, but before it could become interesting, it has already evaporated again. Ambroxan, which contributes to the longevity of fragrances, is already present, though not too strong. There are also fleeting moments with delicious caramel notes. It disappears faster than I can type. And I can type quickly.
Then, in the imagined dull wide city escapes, there remains a stale smell of relatively sour synthetic gummy candy, which, thanks to Ambroxan, will hardly be removable in the shower, according to my experience.
And with that, everything has been said about ""Sex and the City."""
Cedrus Intense,06/21/2015,Sorceress,F,216,,1,"Sweetly Floral, Perfectly Mixed Fruit","This is a well-mixed blend of jammy fruits that are richly blended to give a vintage feel to a perfume that's really not that old. If you didn't know the name or year of this perfume you would swear you were smelling a vintage perfume from decades ago. It's full-bodied, thick and lays on a bed of deep woods.
It's a sticky floral, almost narcotic with its sweetness. Decadence is sensual, old-school and more sophisticated than one would expect for its price. Some might call this a stuffy type of perfume, and that's ok. It's just not their style. It's not for everyone. That's what makes perfumes fun for all of us.
Decadence is long-lasting and strong, better-suited for nights. If you're looking for a strong perfume that brings you back to vintages, this might be one that's affordable. It's like walking down a lush garden path, inhaling every bouquet you can, with an outdoor kitchen not far away.
My bottle and box are marked ""Parfums International"" and look like the Prince Matchabelli bottle, so I'm actually not sure which one I own. I can post my review in both sections until someone can advise."
Cedrus Intense,04/10/2017,Minigolf,F,2512,,4,Dreamy Chypre by Matchabelli - Art,"I already know two fragrances from the ""Scent Prince"" (and I have them too):
""Wind Song"", a spicy-floral carnation scent, and...
""Cachet"", a thick, heavy 80s oakmoss Chypre ""board"".
And now a third, wonderful fragrance:
""Decadence"", also an 80s Chypre, but one of the spicy-floral kind.
With great longevity and equally impressive sillage.
The scent starts off quite harmlessly with citrus, peach, and a bit of ""leaf green"". Just as if it couldn't ""cloud the waters"" and drifts along completely insignificantly.
BUT THAT IS DECEPTIVE!!!
The little rascal (I have a mini) soon unexpectedly lets a floral garden bloom that truly has depth.
Garden carnations, very spicy, mingle with lily of the valley, where leaves and stems have been included in the distillation.
Roses, still armed with thorns on their branches, battle with ylang-ylang and jasmine for dominance, while iris, dark purple, sprinkles its powder over the squabblers and calls for harmony.
Which eventually does come....
Only much later in the foreground, but long before already latent and subtly present:
Woods, ""earth"", and moss. The ""foundation"" that makes a Chypre. Wonderful sandalwood contributes its own unique touch. Sweet and bitter at the same time, it could be a standalone perfume and enhances the EdP even further.
It's a shame that this ""prince's jewel"" is now almost impossible to find.
Quite different from ""Cachet"" and ""Wind Song"", but with the typical ""Matchabelli"" signature.
WUUUNNNSCHLIIISTEEEE!!!!"
Immortelle,03/24/2024,Gourmandgrl,F,307,,3,Somehow captures real rain,"So this does smell a LOT like ""pre-storm"": thick in the air, right before it rains, those first drops on the pavement before it pours.

But it also smells like a very aquatic men's cologne that I'd smelled before, and finally put my finger on: Polo Black EAU DE TOILETTE . It's nowhere near as masculine or musky - this a lighter aquatic, more unisex... but it's similar.

It smells quite fresh, maybe has the slightest hint of a cucumber melon in it. Disappears quickly, but what do you expect for the price/with it being Demeter? Overall, enjoyable novelty - it's the closest perfume I've found that mirrors actual rain."
