product_name,review_content,review_date,reviewer_name
Spring Breeze Clean,"I got a sample of this from Clean. Not too bad, I would say it is a very floral perfume. Tbh it smells very generic on me personally. I would say it's a safe blind buy but pretty boring overall.",04/08/24 17:47,dnfangrl
Spring Breeze Clean,"I am a bit dissapointed. I was hoping it would smell close to Clean Air that has been discontinued. I like the opening, but after a few minutes there is a sharp note to it. After 1 hour it smells like something you would clean your bathroom with. Blindbuy.",04/08/24 12:08,tristan99
Spring Breeze Clean,I love this scent. It’s strong but not overwhelming. Floral but not sweet. Modern but classic at the same time. I think it’s perfect for office as any of the Clean perfumes. I’m scent sensitive but I never had negative reactions on any of the Clean perfumes (I have 7 😅),03/25/24 18:31,desertsnow555
Spring Breeze Clean,Nice spring scent.,03/03/24 15:20,Snj698
H2Eau Nectarine Petal Clean,"Really good on paper but the atomizer is terrible, and was STICKY on skin. Also didn’t smell great on. It was giving playdough.",10/18/25 15:28,SMELLY00000
H2Eau Nectarine Petal Clean,"I love this. It's my second favorite in Clean's H2EAU line (Musk Noir is my #1, one of my favs of all time and my current signature). This is by far my favorite nectarine/peach scent ever. It's sweet, fruity, feminine, with a slight powderiness that really smooths it out. Highly highly recommend.",07/10/25 11:27,caro.mil
H2Eau Nectarine Petal Clean,Smells like peach shampoo,05/25/25 13:36,Nylonx064
H2Eau Nectarine Petal Clean,I can't be the only one who smells watermelon and not nectarine,05/12/25 05:50,junica
H2Eau Nectarine Petal Clean,"I liked this on paper—I remember it being pleasantly juicy and sweet. However, this and the one other Clean fragrance I’ve tried (Rain & Pear) have both turned unexpectedly musky when I’ve sprayed them on skin. I know “musk” is in fact listed as one of the base notes, but this felt different from others I’ve smelled and became noticeable immediately rather than in the background or the dry-down. I wrote it off as the chocolate note or some other characteristic of Rain & Pear but the fact that this one had such a similar quality and it wasn’t present on paper is making me wonder. Maybe it’s my chemistry?",05/04/25 15:22,yankeehotelfoxtrot
H2Eau Nectarine Petal Clean,"Maybe I just have unsophisticated taste, but I really like the whole H2Eau collection, especially this scent. It smells like expensive salon shampoo in the best way. But I am also a sucker for any fresh & clean scent, so I don't necessarily have high standards.",03/09/25 21:59,Violasororia
H2Eau Nectarine Petal Clean,"Pretty, soft, clean floral scent. This isn’t a show stopper by any means. But it will be nice once the weather warms up in the spring for quick errands or to take the kids to the playground.",02/06/25 13:40,PerfumeLove22
H2Eau Nectarine Petal Clean,"basic floral-fruit fragrance 8/10
- kinda smells like Pantene",01/02/25 17:04,Lasodine
H2Eau Nectarine Petal Clean,Summer teenage vibes. Not sophisticated. I’m dismayed at reports that it stains clothing. Got rollerball sample in Sephora kit. Gave it to my mother-in-law.,12/04/24 06:41,Sniffey
H2Eau Nectarine Petal Clean,"This scent is bright, juicy and fresh. On my skin it is nearly jammy. It clean but very edible- kind of like the liquid filled bath beads my great aunties had in their Maximalist-Coquette, ruffled powder rooms. This seems timeless, any age could wear this! The fruit does not smell synthetic, the amber really shines hours into wearm this lasts 8-12 hours on my self. It does dry down a bit sticky and can stain clothes.",10/22/24 08:52,jbonesXX
H2Eau Nectarine Petal Clean,Soft floral nectarine scent that I actually like better than Jo Malone's nectarine and honey because the honey sometimes in that scent can be too much in warm weather.,09/11/24 11:53,nickinicole
H2Eau Nectarine Petal Clean,"It's absolutely a shampoo-y fragrance, but one that's very fresh and appealing, in my opinion. I really like it. And I can still smell it very well almost 3 hours later. Strangely, though, it has made the part of skin that I sprayed sort of sticky/tacky?? This would make me reluctant to spray it on my hair or clothes!",08/27/24 17:56,Elana
H2Eau Nectarine Petal Clean,"A very clean scent. It smells so good, LOREAL kids type vibes, a grown up better version of it. Clean linen on a breezy day, probably by the pool, sipping on cold iced water with an orange slice on the rim just for the aesthetic. I really like it. The chamomile really comes through in this perfume, I'm obsessed with it. It's very calming and energizing at the same time. Could be worn on the hottest days (boat days). But also perfect for cold winter days. From day to night, great after a shower. Very clean girl, (total unisex) light citrus, nothing too sweet but it does smell a bit like sour green apple, in a good way. Pairs well with sunscreen (tanning lotion), Byredo Gypsy Water, Gucci Flora (pink bottle) Le Monde Gourmand Citrus Glace, to name a few. BISOUS",07/18/24 09:51,spaceybailey
H2Eau Nectarine Petal Clean,"Terrible formula. I got a sample rollerball of this and it dries incredibly sticky on skin. Just a small amount on clothing will leave a noticeable stain. The scent itself is okay, slightly tart, citrusy, and not too sweet, but almost no projection at all. It would be an okay summer scent with a different formula, but absolutely not worth buying as is.",07/13/24 10:29,Apurpleunicorn
H2Eau Nectarine Petal Clean,"Quite fruity, I just wish the nectarine was a touch sweeter on me. I definitely wouldn’t call it a floral scent. It has minimal sillage and only lasts about 4 hours. In terms of perfumes listed as similar—
✔️ Jo Malone Nectarine Blossom & Honey: very similar
✔️ Oakcha The Beekeeper: very similar",04/16/24 20:20,anamawsity
H2Eau Nectarine Petal Clean,"Based on the notes I thought I'd love this, however unfortunately this is a no for me. The notes all kinda blend together to smell like a generic fruit scented liquid hand soap. While I applaud the effort to innovate with using a water based formula, this does unfortunately take a while to settle & dries sticky which I personally wasn't a huge fan off",04/09/24 19:02,Lauren_Trouble
H2Eau Nectarine Petal Clean,"This is a disappointment. This fragrance dries down STICKY. Not only that but because it's water based, it stains the clothing it touches. While this fragrance is nice, it's nothing to write home about. It's very juvenile, with the nectarine being a lasting note from first spray to dry down. That's all I smell is nectarine and nothing else. This would make a decent scent for a girl in her teens, maybe even early 20s. Not a sophisticated or expensive fragrance at all. This reminds me a lot of Jessica Simpson's Fancy. A very fruity gourmand, your-skin-but-better fragrance.",03/22/24 15:18,LoreinaL
H2Eau Nectarine Petal Clean,"Hands down, my favorite scent from the line. I'm surprised that the current rating is so low.

It's light, bright, clean - simply lovely. I'd classify it as fresh scent with some floral and fruity touches. Beautifully blended. Easy reach for spring and summer, any occasion. Nonoffensive.

If I could buy only one scent from this line, it'd be this scent.

I only wish the brand replaced rollerballs with travel sprays. I never buy rollerballs.",02/17/24 13:29,fragrance_girl
H2Eau Nectarine Petal Clean,Yes it smells like shampoo but once the Amber note pulls through OUU 😮💨😮💨. This is a perfect perfume for spring and summer time for me because it’s not too fresh but it still has a nice lasting power ! That peach note is wonderful aswell,02/16/24 10:39,ambarmari3
H2Eau Nectarine Petal Clean,The spray was a weird one. It came out almost like foamy or bubbly. The liquid is thick and different. Now on to the smell it’s light and fresh smelling like nectarine. Like others have said it has a shampoo type of scent. It’s pleasant but nothing ground breaking.,02/12/24 18:16,Bibimarq09
H2Eau Nectarine Petal Clean,"Be warned - this line of H2EAU fragrances stains clothing like a spill of vegetable oil. It is not alcohol based so when you apply, make sure to not let it touch fabrics. Also, it gets gummy / sticky. This line is great in concept but disappointing in execution.",02/12/24 08:59,bvarney_zip
H2Eau Nectarine Petal Clean,"I agree with the other reviewers, this really smells like shampoo. Also reminds me of sweet pea from bath and body works. But synonymous with clean, freshness. The floral notes are very pretty. Simple, would be pleasant for everyday",02/05/24 11:33,funkadelic15
H2Eau Nectarine Petal Clean,"I definitely get the nectarine, and although it does smell a bit like shampoo, I don't mind it. However, it disappeared on my skin within 2 hours. Granted, I did not prep with any moisturizer or other type of base, but most of my scents last longer than that on their own. Perhaps it is the nature of this fragrance line, so if lighter scents appeal to you, I recommend giving it a try!",01/31/24 08:59,Micarls
H2Eau Nectarine Petal Clean,"Such a pretty fragrance, especially for spring and summer! To me it’s bright, fresh, sweet, radiant, watery, florals with the peach blossom and chamomile. It also has the prettiest sweet and slightly tangy nectarine note and a touch of warm amber and musk! The amber and musk develops more on me during the dry down. It has this rather unique watery scent to it too! I don’t see watery notes listed anywhere, but I do find the watery scent to be fairly prominent. I think the picture they use (Clean Reserve) with the hands, petals, and water really shows the perfect visual representation of this fragrance!

I’m not typically drawn to a lot of floral fragrances (I’m more of a beachy/coconut, vanilla, and gourmand kind of girl), but I was really intrigued by the description and notes of this one. While I can’t say it’s my favorite fruity floral, I still think it’s a beautiful fragrance. I definitely do really like it and hope I’ll like it even more when it’s not 10 degrees outside. I do think it’s slightly similar to Clean Reserve Radiant Nectar, but definitely more floral and watery. For reference, some of my favorite florals are Coach Love, Coach Poppy Blossom, Coach Poppy Wildflower, Flowerbomb, FB Ruby Orchid, FB Nectar, FB Midnight, and Chloe Love Story.

Since this was a blind buy for me, I bought the travel size which is a rollerball. I wasn’t sure what to expect with this new H2Eau water-based formula, but it surprised me. This lasts all day on me and the projection is nice as well, it radiates out about an arm’s length with just a light application.",01/20/24 18:42,Shimmer412
H2Eau Nectarine Petal Clean,Very light. Smells like shampoo. Not worth the price tag in my opinion. Smells good though,01/16/24 20:55,MaxieF
Blonde Rose Clean,"Straight up cleaning chemicals/hospital disinfectant /cough syrup/bug spray or something. Very unpleasant.

There's a hint of musk. Other than that I don't get anything I recognize.",10/23/25 09:22,ElShap
Blonde Rose Clean,The sting of the nose is for sure there. But calms down to a soft fresh blonde scent with roses hinting. For the price it’s a good buy in a smaller size until you find out how your skin handles it. Honestly it’s a spring and fall frag. Unique.,04/03/25 06:27,Scentropolis
Blonde Rose Clean,"This is very soapy and clean, but very strong on me. It gives me 'old lady' meets 'cologne' but I mean that in a good way. The florals come through but the rose doesn't stand out to me. It's very feminine and sexy to me. I honestly want to like this more than I do because I think it's interesting, but most of the time it triggers a minor headache for me so I may end up needing to sell my bottle.",12/28/24 21:01,radshaaay
Blonde Rose Clean,Just got two pieced by a fragrance. First quick jab in the 1-2 combo was the sharp floral that slightly singed my nose. Then soon came the cross that knocked my nose out with the strong soapy aldehydes. At no point do I get any hint of the base notes. Definitely not a safe blind buy. Clean reserve Skin and Radiant Nectar remain as the favorites from this line for me.,12/10/24 12:45,NaeNoona
Blonde Rose Clean,"I am really picky about aldehydic laundry scents (I declutterred MFK 724) but I find this one entirely inoffensive, feminine, and soft. It’s not the most special thing in the world but it does evoke a Cicely Mary Barker flower fairy doing laundry. Layers nicely with Nest Wisteria Blue for a bit more flower dew or Ellis Brooklyn Salt for a bit more sandalwood.",09/18/24 10:05,mewitthaus
Blonde Rose Clean,Woods and musk and woods and soap and woods. Maaaaybe a touch of rose in there. Stings the nose.,07/05/24 13:49,FlowerSeeker
Blonde Rose Clean,"Ummmm, this is a beautiful freshie! I don't understand the reviews but fragrance is subjective. To me, this is a beautfiul feminine, clean girl scent. I don't see in what world that this is masculine leaning. It's clean, floral, and super pretty smelling. The value is unbelievable too. I paid $50 for a 100ml. This is an everyday easy grab. I adore it! Lasts all day on me too. 4.5/5.",04/29/24 13:53,Momto3Balls
Blonde Rose Clean,A blindbuy because I love rosescents (nowhere to test it) ....All I got was the smell of a cheap soap bar ~ gave it away because I couldn't stand it .,02/03/24 09:32,Tsagaglalal
Blonde Rose Clean,The initial scent smells of aldehydes which quickly gives way to a lightly smoked woody celery. I do not detect more than a hint of rose. It is poorly named or my batch forgot the rose!,08/05/23 15:41,bvarney_zip
Blonde Rose Clean,"Was hoping for something more rosey, but this is like all aldehydes.",04/04/23 09:46,restein
Blonde Rose Clean,"I've started going through my honestly massive backlog of fragrances (thanks pandemic era hyper fixation!) and I grabbed this one on a whim and ended up ADORING it. Its cozy but doesn't scream 'wear in cold weather', unique but familiar, sophisticated but not too 'mature'. I can't wait to spend more time with it and get to know it even better. My only real complaint is that I feel like, on me at least, it doesn't have much lasting power. I also wish the company wouldn't use outdated terminology in their marketing.",01/09/23 08:33,kelseyfperry
Blonde Rose Clean,Yes it doesn’t necessarily smell rosey or sweet. The dry down is honestly masculine but its still intriguing and pleasant. I’ve had this perfume for more than 2 years now but I’ve only found the opportunity to wear it maybe 5/6 times in total,11/10/22 21:35,qqcheeky
Blonde Rose Clean,"oh you gotta wait for the drydown!

upon initial spray this does smell like greens and leans masculine

but the drydown smells sooo good. it reminds me of gap grass",08/12/22 01:23,geelightning
Blonde Rose Clean,reminds me of old traditional herbal medicine. yuck,06/18/22 22:13,grack
Blonde Rose Clean,It doesn’t smell like rose. It’s like a cheap synthetic rose that you’d find in a cheap oil. It’s more aldehydes and musk than anything else. This is one of the very few fragrances that I hate.,06/08/22 09:48,PhonePotato
Blonde Rose Clean,"Very clean scent with a backing of rose. Love to wear this when I don't feel like doing much to my appearance and still want to smell nice. Doesn't permeate the whole room, but is noticeable if you are next to the person. Overall good everyday perfume.",05/13/22 19:51,EllePro
Blonde Rose Clean,"Starts off like a dewy fresh green rose for a few minutes and then develops into something oddly rooty-earthy-vegetal. Someone below mentioned peppered celery and that's spot on - a green vegetable V8 smoothie with nothing to sweeten or sex it up, just straight up celery, spinach and kale in a blender. There's something weirdly bbq-ish going in the background, like some smoked ham or salami. A very odd scent that does not evoke ""clean"".",04/19/22 19:17,boozya
Blonde Rose Clean,"The initial spray reminds me of ...peppered celery. Then it dries down into leather or suede and dirt. I can't believe that there are flowers in this! Definitely masculine, but not in a good way. I wouldn't want my man to smell like this.",10/02/21 21:37,PekoeMint
Blonde Rose Clean,This leans very masculine to me unfortunately 😢,08/08/21 14:49,Kswhittaker
Blonde Rose Clean,"Something in this fragrance gave me a huge allergic reaction. When sprayed in the neck, it made my skin very dry and itchy. The next day I sprayed it on my hair, careful to avoid my scalp, thinking that way I would react less to it. The result: runny nose, itchy scalp and face and breakouts on my face. Obviously, not my smartest idea.

Too bad, because it's a pretty nice scent. Nothing special, but pretty good as an everyday scent. Floral and musky, and maybe a bit too masculine for my liking, but the woods had an interesting effect: they gave it a nice hint of cigarettes. Not tobacco, but the lingering smell of a cigarette you've smoked an hour ago. Something I've always had a weak spot for, both on men and women. It transported me to my early twenties, when most of the time I smelled of The BS White Musk and cigarettes.

So yeah, nostalgia and allergies. Not the best of combinations.


If someone in NL is looking to buy this, I have a full bottle for sale :)",05/29/21 12:35,LueurVerte
Blonde Rose Clean,This smells exactly like what it smells like after you fake tan and you’re left with that syrupy smell. I don’t find this to be an extremely pleasant smell. This ones a no from me,03/07/21 15:37,Carolined282
Blonde Rose Clean,"Tested this out today because I was looking for not-in-your face rose fragrance. I was pleased that some people have been mentioning TF white suede and that smoky note! (which TF White Suede also has). -- So it wasn't just me.

I'll keep it short and sweet. I really do not get rose here :( But it's a combination of clean woods, soap, powder, and a hint of smoke. The combination is quite subtly sexy.

Though I have converted to the idea that perfumes are genderless, those who haven't embraced this idea 100% might find this leaning masculine.

Shall I purchase? Hmmm, still sniffing my arm, but it might be in my list of future buys.",02/16/21 03:50,880267
Blonde Rose Clean,"Pleasant, light floral scent. I can't imagine this bothering or offending anyone.",01/19/21 14:15,bdragonfly12345
Blonde Rose Clean,"I absolutely love Blonde Rose. It's a very pretty, clear, tender, scent. I get some roses from the get go and a delicate musky drydown. It lasts for hours, but always stays close. It's my go-to feel-good perfume.
About the whole baby oil vibe: yeah, that's the best part for me!",10/31/20 12:12,liat
Blonde Rose Clean,"I’ve got a tester a while ago, since then I have tried it several times but I still don’t like it.

The name Blonde Rose is very misleading. They’re is nothing blonde or rose here. It smells like cologne for men. I don’t feel rose at all although it’s listed. Just woodsy male smell. If you are into unisex smells you may like it.",10/18/20 03:08,Domina1
Blonde Rose Clean,"Blonde Rose gets male'ish on my skin. Its a wonderful, soft, longlived scent that I would looove on a man. On my skin I get the cedar, sandalwood and an airy note - very fresh mix.",09/04/20 02:05,Mooniq
Blonde Rose Clean,"I really like this. I was surprised that few people commented on the smoke smell. Most perfumes that people say smell like cigarettes just honestly don’t.

But this?

Cigarettes, soap, and roses. I absolutely adore it! The kind of smell that I can’t stop sniffing where I sprayed it because I enjoy it so much. Also reminds me of staying in moderately upscale chain hotels (a smell I am chasing always)",08/29/20 18:21,marymag
Blonde Rose Clean,This perfume smells musky and peppery with just a hint of rose. It has amazing lasting power and is uniquely feminine!,08/13/20 17:49,AllieBree2
Blonde Rose Clean,"To my nose this is very woody. It initially smelled masculine and a bit like an old wardrobe. I kept smelling sandalwood until I kind of sunk my nose into the spot I sprayed the perfume on in the morning and I was surprised - smells like flowers and it's rather sweet! It does smell like baby oil - it's soft and clean, here I can sense the rose and jasmine. It had been developing for 10 hours at this point. Its longevity is outstanding! It sits very close to the skin though, I showed it to my colleague but she has to get very close to the spot I sprayed to feel it. She said she found it floral and clean, she really liked it. Try this on a cold day - I think it flourishes when it's windy and chill. It would probably work well in rainy weather too because the wood makes it feel cozy.",09/27/19 07:48,diva_100
Blonde Rose Clean,"I originally disliked this a lot but it grew on me. What I didn't like about it was how harsh and detergent-like this was but the brand is called ""Clean"" so maybe I'm asking this perfume to be something it's not branded to be. I am catching whiffs of aquatic florals on a soapy base after a while. I also get a nice rose water scent in the dry down. It leans masculine. Not the best perfume ever, but also not the worst.",09/09/19 08:35,colorfulmess
Blonde Rose Clean,"I use these to make my own blends. Love mixing this with the Sueded Oud, the Sel Santal or Jennifer Lopez Still.",05/20/19 18:16,livefromtexas
Blonde Rose Clean,"I am surprised with all the negative reviews! I absolutely love it. Someone mentioned baby oil....yes there is that element in it. It smells powdery and fresh and clean with some hint of smoke (not cigarette smoke, more like campfire) and florals. It reminds me of my childhood, not sure why, something in this scent has triggered an emotional note!",04/30/19 11:23,MaryushaMTL
Blonde Rose Clean,"Definitely unisex - way more masculin than feminin IMO. Blonde roses? Not many roses on my skin, just a lot of sandalwood and soap. Not at all unpleasant, but a disappointment if you wanted some fresh, sweet roses in the blend. And I did.
Very clean, dry and woody. Nice perfume, but not at all what I expected or wanted. Won't use it again, it triggered my migraine.",08/16/18 13:52,GardenDays
Blonde Rose Clean,"This is just a big, huge nope for me. :(",07/14/18 16:55,opalescenttreeshark
Blonde Rose Clean,"Well I don't see Leather listed as a note, but I do see musk. I say this because my first impression after two sprays and 10 minutes is..... a more pedestrian Tom Ford White Suede.

I don't really get rose that much at all, and it has less of that ""laundry"" note than White Suede, but honestly if you like WS there is no reason to bother with this one. And if you DON'T like WS, well there's even more reason not to bother lol!

Clean has some winners, but I wouldn't necessarily say this is one of them. It doesn't really evoke anything specific or fun or intriguing.",04/01/18 05:11,JackieM
Blonde Rose Clean,bunch of vertofix.,11/02/17 21:37,HUEbris
Blonde Rose Clean,"I purchased a trio of mini size rollerballs from the Reserve collection, one of the fragrance was Blonde Rose, being that I enjoy rose fragrances it was the first I opened and tried on my wrist... it was a dissapointement to be honest, on me , the first thing that came to mind was Johnson's baby oil. Not unpleasant just not for me.",10/12/17 15:17,AzraElle
Blonde Rose Clean,"Today I am wearing a sample of Blonde Rose that I was sent along in a recent swap. Since I am a rose lover and never cease trying yet another fragrance claiming to smell like the Queen of the Garden, this seemed like a fair attempt.
Let me preface my comments by saying that I truly wish that reviews did not include ageism, sexism or snobbery! The beauty of this site is that we are all here to voice our opinions and thoughts with regard to this wonderful subject of fragrance.
For all of us who adore vintage fragrances...how ""OLD LADY"" is that?
Perhaps the perception is merely misguided and what others imagine to be frumpy or old fashioned just stems from the abundance of inexpensive and highly synthetic fragrances that some maiden aunt, teacher or grandma may have worn due to limited resources and choices.
Having said all this, Blonde Rose explodes with aldehydes (found in many older fragrances) and dries down to a very synthetic smelling concoction not unlike a fabric softener or deodorizer. It's not awful, young or old...just ordinary.",01/28/17 13:15,curlykitty8
Blonde Rose Clean,"No offense to old ladies, but this smells like what an old lady would wear. Musty flowers. After reading comments about how it smells like Chi Silk Infusion (which I am infatuated with at the moment) I put some oil on for reference and hurried on down to Sephora to compare it in person. At first sniff, it smelled nothing like it. I then had the sales person smell me (I'm weird, I know) and then blonde rose to see if the problem was my nose. She thought it smelled similar and told me it may change on the skin. Since I was still on the fence about buying it, she was nice enough to give me a sample. Wearing it today and it still smells the same to me....old lady musty flowers. Oh well...my hunt continues.",01/24/17 12:39,carlene808
Blonde Rose Clean,"I smell the rose but it's heavily concealed with aldehydes. Very fresh, clean, soapy smelling a la laundry detergent and hairspray products. Took me 5 wears to get into this. Initially I could smell sandalwood meshed with musk which turned me way off. I gave it another go during cold weather and viola, amazing! Clean clean clean - but, somewhere in there I get a ashy vibe, almost like an ashtray at a laundromat. Stale cigarette smoke mixed with perfume is very nostalgic for me so I'm digging it. I don't know what is causing this reaction from me, as there is ZERO actual tobacco I smell in this, more like ashy residue. Might be the aldehydes (?)

Rose, ashtray, clean air, soap. Great performance. Full bottle worthy? Not for me, but I sure am enjoying my samples.",01/06/17 10:48,tatonnement
Blonde Rose Clean,"Rose? Where's the rose?

Masculine, musky, watery woods. It is pleasant and has depth. This would be a great man's cologne. The opening is shaving cream, as other reviewers have stated. The drydown is much the same, but with the emphasis on sandalwood. If unisex or femme scents are for you, then Blonde Rose is not. If you prefer masculine scents, then give this one a try.",09/06/16 09:07,Neosmiaphyte
Blonde Rose Clean,"I am glad to see I am not the only one who finds this to be rather masculine.

It starts out with an almost citrus-y bitter lime note (is that the aldehydes?) that gives way to water and wood. The rose is there, but it is drowning in shave gel and hair-cream.

I had a great uncle, a WWII vet, lifelong bachelor and ladies man who, even in his 70's, would slick back his hair, put on his best western shirt paired with a turquoise and silver bolo tie to go out to flirting with all the gals, young and old, at the Elks and VFW. He'd have loved this, I think. Blonde Rose has that same sort of freshly scrubbed vibe to me, and his visage instantly came to mind when I smelled it.

Likewise, I find it as appealing a fragrance for me as I would Ol' Uncle Smokey's cologne.",08/28/16 06:00,artemiss
Blonde Rose Clean,"Yessss I agree with the others that this smells exactly like the chi silk infusion hair product! Hahaha that is so crazy....but anyways, this isnt a very feminine fragrance tbh. Its musky and woody, very masculine. I dont mind it as a hair product but as a perfume, just not my taste!",08/23/16 00:16,MrsTefee
Blonde Rose Clean,"I completely agree with the review below, this smells exactly like chi silk infusion. It has that masculine side to it. This is definitely a unisex fragrance. I don't get much rose, I get mostly woody notes.",08/18/16 17:41,Piperok26
Blonde Rose Clean,"Not what I'd call a ""rose"" scent! Definitely more of a musky/masculine fragrance, almost a dead ringer for CHI hair products (Silk infusion, specifically! Hahaha). I think this is very cozy to wear, I do love it!",06/28/16 19:40,Bloodlust
Blonde Rose Clean,"After a consistent number of run-ins with typical celebrity scents and some pungent outlier scents, I've finally got a new potential favorite. Despite how blandly this scent is billed, it has a lot of character. It's very feminine but there's definitely a masculinity to it that I like. This scent just sinks into my skin and almost warms to it, instantly creating more depth. I do get the feeling that this scent has the potential to become cloying if applied to heavily though. I'm going to use my sample up and if I'm still attracted after awhile, I'll splurge on a bottle.

X-posted/submitted to the Sephora's product page for this scent.",04/05/16 11:22,Renflower
Blonde Rose Clean,"I never paid much attention to Clean, until I received a sample of this fragrance. The most predominant note is the sandalwood (to my nose-the amyris, or West Indian type), followed by musk and rose. It is definitely unisex. I would love to smell a man wearing this! Somehow it reminds me of Prada Luna Rossa. At times the soapy note is so strong that it is reminiscent of Irish spring. Despite these associations, I feel like this scent is very natural and could be recreated by mixing essential oils. I hope to do exactly that. If I am not successful, I will definitely buy this one.",04/04/16 19:49,HanaMaui
Blonde Rose Clean,"I adore this fragrance! I will start off by saying that I might be a little biased, as I truly love rose, but this one is a different kind of rose. There is a wooden element that really makes the bubbly, green notes stand out. I lucked out with this one because the roses are identifiable on my skin. It definitely is soapy, but in a feminine way, unlike something like Pure Grace from Philosophy, which just smells like soap. Oddly enough, I got to make my own fragrance this past summer, and it smells very similar to this. I guess I just like these kinds of scents.",02/11/16 21:25,hjrdaisy625
Blonde Rose Clean,"This is not a heavy, sensual, sexy rose. It's a light scent, a bit of rose, a bit of ""makeup"" or ""soap"" smell. Mostly it's just clean and pleasant and lightly floral. I can wear it to work without gassing people out or coming on strong. It's probably not going to win any awards but I enjoy it.",02/08/16 18:11,tandaina
Blonde Rose Clean,"This is the soapiest rose I have ever smelled. It might even be the soapiest perfume I have ever smelled, but I digress. This is more soapy smelling than even a bar of rose scented soap. Needless to say, I'm not a fan. Yes, it smells clean and inoffensive, like you've been scrubbed all over and are ready to mingle. But it's just so uninteresting, and the drydown is that same boring slightly sweet musk that I can't stand in so many fragrances today. I was really hoping for more rose from this, but it really does smell just like bubbles.",02/01/16 20:36,ntabassum92
Blonde Rose Clean,"I'm not big on aldehydes but they are tolerable here with a fresh, crisp rose. Could be considered unisex.",01/30/16 18:34,ta2kitty
