url,product_name,brand_name,target_gender,image_url,top_notes,middle_notes,base_notes
https://www.fragrantica.com/perfume/Burberry/Burberry-Her-London-Dream-60795.html,Burberry Her London Dream Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.60795.jpg,"Lemon, Ginger","Peony, Rose","Musk, Amber"
https://www.fragrantica.com/perfume/Burberry/Her-Intense-2024-101151.html,Her Intense 2024 Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.101151.jpg,Wild Strawberry,Orange Blossom,Ambroxan
https://www.fragrantica.com/perfume/Burberry/Mr-Burberry-Eau-de-Parfum-43525.html,Mr. Burberry Eau de Parfum Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.43525.jpg,"Cardamom, Mint, Grapefruit, Tarragon","Lavender, Nutmeg, Cedar","Patchouli, Cinnamon, Amber, Benzoin, Vetiver, Sandalwood"
https://www.fragrantica.com/perfume/Burberry/London-for-Men-804.html,London for Men Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.804.jpg,"Cinnamon, Lavender, Bergamot","Leather, Mimosa","Tobacco Leaf, Guaiac Wood, Opoponax, Oakmoss"
https://www.fragrantica.com/perfume/Burberry/Burberry-Summer-for-Men-2551.html,Burberry Summer for Men Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.2551.jpg,,"Pineapple, Musk, Mint, Caraway, Tonka Bean, Cedar",
https://www.fragrantica.com/perfume/Burberry/Burberry-Men-817.html,Burberry Men Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.817.jpg,"Mint, Lavender, Bergamot, Thyme","Cedar, Sandalwood, Geranium, Jasmine, Oakmoss","Musk, Vanilla, Amber"
https://www.fragrantica.com/perfume/Burberry/Burberry-London-Special-Edition-for-Women-4694.html,Burberry London Special Edition for Women Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.4694.jpg,"Peach, Grapefruit, Pepper","Rose, Honeysuckle","Mahogany, Musk, Patchouli"
https://www.fragrantica.com/perfume/Burberry/My-Burberry-Blush-45820.html,My Burberry Blush Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.45820.jpg,"Pomegranate, Lemon","Green Apple, Rose Petals, Geranium","Wisteria, Jasmine"
https://www.fragrantica.com/perfume/Burberry/Burberry-Her-Eau-de-Toilette-71379.html,Burberry Her Eau de Toilette Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.71379.jpg,"Pear, Strawberry, Black Currant, Pink Pepper","Peony, Rose, Lily-of-the-Valley, Honeysuckle","Musk, Cedar"
https://www.fragrantica.com/perfume/Burberry/Antique-Oak-45424.html,Antique Oak Burberry,Burberry,for women and men,https://fimgs.net/mdimg/perfume-thumbs/375x500.45424.jpg,,"Leather, Agarwood (Oud), Papyrus, Cade oil, Oakmoss, Amberwood, Styrax, Saffron",
https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-Eau-de-Toilette-28522.html,Burberry Brit Eau de Toilette Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.28522.jpg,"Green Almond, Lime, Pear, Lemongrass","Almond, Sugar, Peony","Vanilla, Mahogany, Amber"
https://www.fragrantica.com/perfume/Burberry/Tender-Touch-816.html,Tender Touch Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.816.jpg,"Litchi, Rose, Violet, Orange, Green Mandarin","False Jasmine, Jasmine, Peony, Freesia, Peach","Musk, Iris, Sandalwood, Amber"
https://www.fragrantica.com/perfume/Burberry/Mr-Burberry-Element-60796.html,Mr. Burberry Element Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.60796.jpg,Green Almond,Juniper,"Mineral notes, Ambergris, Oakmoss"
https://www.fragrantica.com/perfume/Burberry/Garden-Roses-45420.html,Garden Roses Burberry,Burberry,for women and men,https://fimgs.net/mdimg/perfume-thumbs/375x500.45420.jpg,"Grapefruit, Italian Lemon, Bergamot","Bulgarian Rose, Green Notes, Black Currant, Apple, Lily-of-the-Valley","Vetiver, White Musk, Cedar"
https://www.fragrantica.com/perfume/Burberry/The-Beat-EDT-5946.html,The Beat EDT Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.5946.jpg,"Mandarin Orange, Bergamot, Cardamom, Pink Pepper","Tea, Iris, Bellflower","Musk, Vetiver, Cedar"
https://www.fragrantica.com/perfume/Burberry/Brit-Rhythm-for-Her-Floral-29562.html,Brit Rhythm for Her Floral Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.29562.jpg,"Sicilian Lemon, Peach, Passionfruit, Orange, Bergamot","Lotus, Ozonic notes, Lilac, Egyptian Jasmine, Melon, Lily-of-the-Valley","Musk, Woody Notes, Driftwood, Amber, Caramel"
https://www.fragrantica.com/perfume/Burberry/My-Burberry-Black-32566.html,My Burberry Black Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.32566.jpg,Jasmine,"Peach, Rose","Amber, Patchouli"
https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-For-Her-Limited-Edition-43547.html,Burberry Brit For Her Limited Edition Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.43547.jpg,"Almond, Pear, Lime","Almond, Peony, Sugar","Amber, Vanilla, Mahogany, Tonka Bean"
https://www.fragrantica.com/perfume/Burberry/Burberry-Her-Intense-56761.html,Burberry Her Intense Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.56761.jpg,"Red Fruits, Blackberry",Jasmine,Benzoin
https://www.fragrantica.com/perfume/Burberry/Tudor-Rose-45421.html,Tudor Rose Burberry,Burberry,for women and men,https://fimgs.net/mdimg/perfume-thumbs/375x500.45421.jpg,Bergamot,"Damask Rose, May Rose, Jasmine, Peach","Patchouli, Leather, Cashmeran, Ambergris"
https://www.fragrantica.com/perfume/Burberry/Weekend-for-Women-1000.html,Weekend for Women Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.1000.jpg,"Mignonette, Mandarin Orange, Sage","Nectarine, Blue Hyacinth, Peach Blossom, Rose Hip, Iris, Red Cyclamen, Violet Root","Musk, Sandalwood, Cedar"
https://www.fragrantica.com/perfume/Burberry/Hawthorn-Bloom-45419.html,Hawthorn Bloom Burberry,Burberry,for women and men,https://fimgs.net/mdimg/perfume-thumbs/375x500.45419.jpg,Violet,"Jasmine, Lily-of-the-Valley, Green Notes","Musk, Orris, Patchouli, Carrot"
https://www.fragrantica.com/perfume/Burberry/Burberrys-for-Men-1981-6830.html,Burberrys for Men (1981) Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.6830.jpg,"Mint, Artemisia, Bergamot, Juniper, Thyme, Lavender","Patchouli, Vetiver, Carnation, Rose, Sandalwood, Cedar, Geranium, Marjoram, Jasmine, Pepper","Leather, Myrrh, Civet, Oakmoss, Musk, Amber"
https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-819.html,Burberry Brit Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.819.jpg,"Almond, Lime, Pear","Candied Almond, Sugar, Peony, Dragée","Vanilla, Tonka Bean, Amber, Mahogany"
https://www.fragrantica.com/perfume/Burberry/My-Burberry-25836.html,My Burberry Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.25836.jpg,"Sweet Pea, Bergamot, Mandarin Orange, Grapefruit, Lemon","Quince, Freesia, Geranium, Peach, Green Notes, Gardenia, Passionfruit","Damask Rose, Rose, Patchouli, Musk, Leather, Violet"
https://www.fragrantica.com/perfume/Burberry/Burberry-Women-818.html,Burberry Women Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.818.jpg,"Peach, Apricot, Pear, Black Currant, Green Apple","Sandalwood, Jasmine, Moss","Vanilla, Cedar, Musk"
https://www.fragrantica.com/perfume/Burberry/Ash-Flower-83175.html,Ash Flower Burberry,Burberry,for women and men,https://fimgs.net/mdimg/perfume-thumbs/375x500.83175.jpg,"Saffron, juniper berry, Peach","Almond Milk, Labdanum, Rosebay Willowherb","Tonka Bean, Patchouli, Olibanum"
https://www.fragrantica.com/perfume/Burberry/Burberry-London-Special-Edition-for-Men-4693.html,Burberry London Special Edition for Men Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.4693.jpg,"Bergamot, Cinnamon, Green Apple, Pepper","Lavender, Violet, Rosemary, Freesia","Oak, Patchouli, Musk, Amber"
https://www.fragrantica.com/perfume/Burberry/Goddess-83483.html,Goddess Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.83483.jpg,"Vanilla, Lavender, Cacao, Ginger",Vanilla Caviar,Vanilla Absolute
https://www.fragrantica.com/perfume/Burberry/My-Burberry-Limited-Edition-28680.html,My Burberry Limited Edition Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.28680.jpg,"Sweet Pea, Mandarin Orange, Bergamot","Freesia, Quince, Geranium","Damask Rose, Rose, Patchouli"
https://www.fragrantica.com/perfume/Burberry/Wild-Thistle-45423.html,Wild Thistle Burberry,Burberry,for women and men,https://fimgs.net/mdimg/perfume-thumbs/375x500.45423.jpg,"Aldehydes, Green Leaves","Jasmine, Lily-of-the-Valley, Geranium, Galbanum",Woody Notes
https://www.fragrantica.com/perfume/Burberry/Body-Tender-17320.html,Body Tender Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.17320.jpg,"Wormwood, Apple, Lemon, Peach","Rose, Tea, Jasmine, Sandalwood","Musk, Cashmere Wood, Amber, Vanilla"
https://www.fragrantica.com/perfume/Burberry/Burberry-Summer-for-Women-2011-11660.html,Burberry Summer for Women 2011 Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.11660.jpg,"Orange, Pomegranate, Green Notes","Freesia, Rose, Lily-of-the-Valley","Musk, Virginia Cedar, Sandalwood"
https://www.fragrantica.com/perfume/Burberry/Golden-Haze-106515.html,Golden Haze Burberry,Burberry,for women and men,https://fimgs.net/mdimg/perfume-thumbs/375x500.106515.jpg,"Orange Blossom, Marigold","Osmanthus, Tea",Vetiver
https://www.fragrantica.com/perfume/Burberry/Burberry-Body-Rose-Gold-16198.html,Burberry Body Rose Gold Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.16198.jpg,"Wormwood, Peach, Freesia","Rose, Sandalwood, Iris","Cashmirwood, Musk, Vanilla, Amber"
https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-For-Him-Limited-Edition-43548.html,Burberry Brit For Him Limited Edition Burberry,Burberry,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.43548.jpg,"Bergamot, Green Mandarin, Cardamom, Ginger","Wild Rose, Aromatic Spices, Nutmeg, Cedar","Tonka Bean, Gray Musk, Oriental Woodsy notes, Patchouli, Cedar"
https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-Sheer-2015-31444.html,Burberry Brit Sheer (2015) Burberry,Burberry,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.31444.jpg,"Litchi, Yuzu, Pineapple Leaf, Mandarin Orange","Pink Peony, Peach Blossom, Pear","White Musk, White Woods"
