product_name,review_date,reviewer_name,reviewer_gender,reviewer_total_reviews,helpful_badge,award_count,review_title,review_content
Legend Spirit,09/05/2023,JinBaba,M,33,,1,Summer Freshy Scent,"Legend Spirit is a classic fragrance for the summer or the warmer spring days. It opens with a burst of sparkling citrus notes, including bergamot and pink pepper. As the scent develops, a blend of fresh aquatic, lavender and cardamom emerges, adding a touch of aromatic warmth to the composition. The heart of Legend Spirit is a clean and fresh accord that is both timeless..."
Legend Spirit,01/09/2020,Demetera,M,21,,1,"Compliments,Compliments,Compliments,Compliments,Compliments,Compliments,Compliments,Compliments,Compliments, and more Compliments.","So this was a random pick for me because of its price and a shop recommendation. Wow. I never ever get so much compliments on any fragrance like this one. Not on Sauvage or Luna Rossa Carbon, not on Aqua di Gio, Not on Bvlgari Aqva, not on YSL La Nuit or YSL L'homme, and not on Lalique White or Boss reversed. And here is this not-so-hyped brand with this not hyped fragrance...."
Legend Spirit,12/05/2020,Daniel812,M,2,,1,Mont Blanc Legend Spirit Review,"This perfume is a hit, I love its fragrance and the best thing is that it lasts all day. Its Top notes are Grapefruit, Bergamot and Pink Pepper; middle notes are Water Notes, Lavender and Cardamom; base notes are White Musk, White Woods, Cashmere Wood and Oakmoss. I love this perfume. Men of the world; wear this perfume. Is perfect. Me, and my family have had a time to say that it smells so GOOOOD!!!! Last Longing to make it even way better. Recommend for young men and teenagers but any man can wear it. You have to try it."
Legend Spirit,06/23/2025,Tomhx,M,6,,1,Decent 'harmless impression' scent that leaves a lot to be desired,"Legend Spirit is an odd fragrance. This is an EDT, and altough you definitely get that sort of vibe, its not what most fresh EDT's are. My main complain with many EDT's is that there usually isnt a note prominent in the scent, or just one or two notes that quickly fade away. That is not much different with Legend Spirit, but it does have a certain woodyness that sets itself at least a little apart from other EDT's.

The problem is that that is it. Its a 2-3 hour scent that has not one prominent note that is worth mentioning. Its not Particularly cheap either. Its a pretty harmless scent that because of that wood probably fits better as a 'special occassion' scent than other EDT's, but if that is your goal to get out of Legend Spirit, i would say there are much better, even cheaper options out there.

Its great for teenagers and as an option to choose from if you cant make a choice without choosing the wrong thing, i do think its not bad, but it doesnt fit as anything else than a underwheling harmless signature scent. From a score of 0-100, i would give this a 67"
Legend Spirit,09/13/2024,Niklas709,M,3,,1,Legend Spirit sehr Sauber,"Legend Spirit ist für mich ein sehr sauberer Duft, welchen man gut tragen kann um frisch geduscht und Sauber zu riechen. Perfekt für den Alltag und für den Sport. Er ist auf keinen Fall aufdringlich. Außerdem ist der Legend Spirit von Mont Blanc für sein Preis echt jeden Cent wert. Ein Klasse Duft für die Schule und für den Sommer."
Legend Spirit,08/02/2020,ScentSlave,M,246,,0,This one gets a lot of hype,"but it doesn’t quite live up to its expectations, at least in my opinion. It smells like it WISHES it was in the Invictus line, but doesn’t quite make the cut. The opening REALLY tries to be one of the Paco Rabanne trophy cups, but as it dries down it becomes quite a bit “thinner” in how it resonates and projects. Imagine how someone who was rocking Invictus when they “hooked up” would smell when they left in the morning. That’s the vibe I get. How someone who wore Invictus edt and didn’t scrub hard enough in the shower would smell. A thinned out, softer feeling Paco flask with a pinch of “soap” added to it.

It’s not a bad scent by any means. Some people kind of like Invictus, but think its a little too “loud” in sillage and projection. Legend Spirit would appeal to them. It’s softer, and doesn’t project as much; maybe a 1.5ft radius maximum. Sillage is also very weak, and it becomes a skin scent very quickly. It’s not bad, but it’s definitely not for me."
Legend Spirit,09/23/2017,Basti87,M,1062,VERY HELPFUL REVIEW,13,Goes in the direction of Invictus/Invictus Aqua,"This Montblanc also joined my collection this month. I have owned the original Legend for some time, and I ordered this flanker untested. It is not very famous, neither here nor elsewhere, but some recommend this fragrance.

This flanker of Legend is little known. One thing to note: The typical Fierce DNA from the original is not found here. The fragrance pyramid is also rather unremarkable. A fresh bergamot-grapefruit blend, followed by a light aquatic note and a subtle spiciness. Finally, there is a musk-wood mixture that is quite mild. The fragrance pyramid confirms this as well. It starts off slightly sharp-unpleasant and somewhat synthetic. This subsides after a few minutes. The Legend DNA is not recognizable to me at any point, which is not unusual for flankers these days. However, I perceive a strong similarity to Invictus/Invictus Aqua by Paco Rabanne. Due to this beautiful bitter grapefruit note, it leans more towards Invictus Aqua, especially in the first hour. As the aquatic notes come through more, it develops more of its own character. It is accompanied by light spicy hints that are very soft and rather pleasant in the background. In the final phase of this fragrance, fresh woods paired with musk come into play. The gentle woods fit well into this fresh attire. Especially from the second hour, it truly becomes a fresh, soft creation. This slight Invictus note is still present, but significantly softer.
Really a pleasant fragrance that can also be great for sports activities. It is truly uncomplicated and gentle. I have already tested it at the gym. I must say that it is pleasant and not intrusive during sports. For other occasions, it might be too unremarkable.
The performance is not bad for a fresh fragrance, but also not more than that. It starts with very good sillage, which, however, quickly diminishes, but remains in a pleasant range. Of course, it cannot compete with the performance of Invictus. Longevity should be around 5-6 hours, with the last hours being hardly noticeable.

In terms of price, this fragrance is really fair. I paid around 20 euros for 30ml, which I believe this fragrance is truly worth. There are certainly much cheaper fresh fragrances, but that should not diminish this scent. Not a must-have, but still a very solid release."
Legend Spirit,03/19/2020,Ischeki,M,2,HELPFUL REVIEW,19,The Yes-Sayer,Is it currently being hyped quite a bit on YouTube? - Yes. Did I therefore seek out a sample out of curiosity? - Yes. Was that completely unnecessary since I have already snagged 80 other fragrances on Parfumo? - Yes. Am I still glad that I did it? - Yes. Does it smell exactly like Hubba Bubba bubblegummy sweet at the start? - Yes. Does the sweetness then settle down to reveal...
Legend Spirit,04/01/2019,2fast4u,M,2,,7,Compliment Magnet,"I am writing this comment because something happened to me with the perfume recently that I have never experienced with any other fragrance :D
I find the perfectly embedded grapefruit scent brilliant, but I was surprised by how many compliments I received about this perfume, both from men and especially from women. After two sprays on my neck and about an hour later, I was walking on a windy evening outside (!) to the stadium when a young woman, from three (!) meters away, called out, ""Hey you in the black sweater, you smell really good!"" I was really surprised, partly because I don't overdo it with the scent and partly because this grapefruit-musk fragrance is actually a soft, rather subtle version.
This perfume is totally underrated and a little insider tip from me ;)"
Legend Spirit,06/10/2022,TomGehFord,M,17,VERY HELPFUL REVIEW,26,"""Sell, do, act!"", or: Mr. ""I-wear-the-top-note-all-day""","In customer consulting, we are always supported by field representatives from different companies (those of you in banking know this), each responsible for their own areas, such as insurance, personal loans, funds, or even building savings contracts.

A few years ago, when the candidate for the last category was once again replaced, we were assigned a very special guy. Naturally, there are all sorts of people here too: brash show-offs who get a new AMG as their vehicle every six months, chronic depressives, sleeping pills, burnout candidates, but rarely truly good advisors - which is, by the way, due to the job being simply inhumane. For comparison: the current colleague works daily from early morning until at least midnight, has probably seen his children for the last time in a non-sleeping state six months ago, and will likely throw in the towel soon.

But there was one, a very special one, on whom all hope rested at that time. He was supposed to sell a massive number of building savings contracts. He was introduced to us as a highly motivated former securities professional who had worked at the Frankfurt Stock Exchange. This information could have been spared, as he exuded an unbelievably clichéd vibe from every pore. Hectic, fast, restless, bloated from coke. While waiting for the customer, sharply planning and highly focused with one hand on his chin, pacing up and down in the customer area, incredibly assertive and demanding (even though he was only supposed to support us, and no one was subordinate to him), and of course ridiculously over-motivated.
When he entered the office, he would call out with what was probably a freshly powdered nose, ""Morning, hi, hello, Moin, Morning!"". When saying goodbye, he didn't simply say ""Bye!"", but he would excitedly tap on the table and shout, ""So! Ciao, bye, ciao! And sell, do, act, right?"", before almost running out. He spoke incredibly quickly, concisely, and purposefully. He was not a ""normal"" consultant, but the purest caricature of one. Please don't get me wrong, I'm not criticizing him. I just still enjoy my somehow cult-worthy memories of him. Every one of his quirks was cinematic. None of my descriptions are exaggerated!

One of his main characteristics was that he would go to his car about every 15 minutes. We don't know what else he did there (it probably snowed in his car more often), but one thing was clear to all of us: the spray head of his bottle would be activated again soon! We only experienced him with the top note of this incredibly masculine, pleasing, somehow sporty and metallic scent. No one ever knew the heart, let alone the base note. The sillage was enormous, and due to the quarterly re-spraying, the offices still smelled of the fragrance even after two hours. The whole powder must have significantly damaged his nose anyway, and with the constant application of the little water, the poor guy must have been completely scent-blind.

At some point, I mustered the courage to ask him about the fragrance.
""Uh, Montblanc, yes,"" he said, while simultaneously continuing to work on his laptop and tapping his leg. ""Okay, smells good,"" I replied, and went back to my office, as he probably would have already tuned me out as an unnecessary distraction from his work at that moment. Just the sight of this sales robot could bring one closer to their first heart attack.

Anyway, with the information I had available, I soon went to the perfumery to test all the Montblancs available at that time (this was still before the release of ""Explorer""). I ultimately found success with ""Legend Spirit"" and realized for the first time that fragrances on one's own skin or ""with the nose on the arm"" never smell the same as in the air - because they always smell better there!
Fruity, fresh, clean, masculine, universally applicable, and guaranteed to please everyone. No unnecessary games or extravagant scent notes. The ""legendary spirit"" simply smells ""on point"". It has only one goal: to make you smell good or to make an impression. Sometimes, when you're tired of all the niche stuff, a reach for the white bottle helps, and you immediately feel as fresh as if you just did coke, uh, showered.

""Montblanc Legend Spirit"" doesn't need an elaborate description. It's simple, and good at it. As a perfume lover, you might find scents with an oudy toffee note, spiced with cinnamon, sharpened with ginger, and made long-lasting with dog poop, more artistically valuable. But try reapplying that every 15 minutes - you won't last long with that!

No, sometimes it has to be simple. Sometimes, when you want to conclude a building savings contract and are frustrated because ""unfortunately all building savings contracts under 10,000 EUR are currently sold out,"" you can also just work the spray head of this unspectacular little fragrance to vent your frustration and think of Mr. N.

So, bye, ciao, bye! Buy Montblanc Legend Spirit, spray, act! Invictus Aqua 2016 sold out! Do it! ACT!"
Legend Spirit,11/17/2016,CFlav,M,3,VERY HELPFUL REVIEW,9,Underrated Fragrance,"I would like to dedicate my first comment to my latest acquisition :) I find that the fragrance is rather underrated in the reviews here. It is a fresh, fine, and pleasant scent that immediately reveals its grapefruit top note upon application, followed shortly by aquatic notes. The woods in the base note complement the whole quite well, without being too overpowering, in my..."
Legend Spirit,09/07/2020,Intenso,M,123,,8,Everything but a Legend!,"The rather positive reactions to this fragrance don't really make sense to me. I just find nothing exciting about Legend Spirit, apart from the bottle. The bottle is really beautiful, the white color combined with the metallic accent adds some flair to the fragrance shelf.
The scent is quite inexpensive to acquire, and in my opinion, it smells like it. It has a very ""teenage"" vibe and reminds me of the first drugstore scent of a 15-year-old boy. The fragrance starts off somewhat acceptable with a noticeable grapefruit and melon-like scent DNA, quite fresh.
Over time, a bit of sandalwood becomes noticeable, but that doesn't make it any more attractive or interesting.
Otherwise, it's boring, as the fragrance develops absolutely nothing that brings depth and punch. Sillage and longevity are okay, especially for the price. I would also not recommend over-spraying this fragrance, as this ""cheap drugstore scent note"" literally takes your breath away. For teenagers, it's just about okay, thanks to the initial freshness, but I cannot recommend this fragrance for men."
Legend Spirit,04/23/2020,Nichelover01,M,7,,6,Nice Immerser - or not?,"I tested this one at Duty Free. It reminded me not only of Invictus but much more of Lacoste L12.12 blanc. So far, so good. I then applied it and got on the plane. Again and again, I thought during the flight (no joke): “Who smells so good here?”

When my girlfriend pointed out that it was me, I promptly ordered it. After wearing it several times, I found it increasingly annoying/synthetic, and so it had to leave my collection. The sillage really smells great, though!

Conclusion: A good everyday and sports fragrance with good H+S, but it lacks a bit of uniqueness and might be too synthetic for some.

Not a blind buy, but worth a test."
Legend Spirit,04/24/2018,Eggenberg,M,2,,8,Montblanc Legend Spirit,"I find the scent very good, I skipped ""sillage"" as I can't really judge it.

I also got the ""After Shave Balm"" from Mont Blanc Legend Spirit, and combined with the Eau de Toilette, it's really amazing.

Also, the price is totally fine.

I know one thing: as soon as it's empty, which shouldn't take too long, I will get it again.

Shower, shave, After Shave Balm from Legend Spirit plus Eau de Toilette ... and just like that, I have 5 more women on Facebook and 7 more women on WhatsApp... ;)
When a child on the street shouts ""Dad,"" I have to turn around to see if I'm being referred to.
Thank you very much, Legend Spirit!!!!"
Legend Spirit,11/23/2020,Xecut,M,4,VERY HELPFUL REVIEW,9,Of Hope and Other Soap Bubbles,"There is a book from 1940 that deals with hope. In ""The Tartar Steppe,"" the Italian Dino Buzzati describes the life of the young officer Giovanni Drogo, who soon wants to prove his courage and fighting spirit. The story tells of empty hope, of chimera, and of wasting time. The soldier is assigned to a remote fortress in the desert. Waiting for great battles, he takes up his duty. It is said that the Tartars are preparing an attack on the base.

Over time, the orders in the fortress prove to be a futile endeavor. Weeks, months, and years pass. Sometimes it seems as if the longed-for moment of heroism in battle will arrive. But all in vain - the enemy does not storm, and there is no salvation.

With compelling pathos, Buzzati tells of an existence that fades away over time. After 30 years, having grown old and alone, Drogo leaves his fortress. As he dies lonely in an inn, he cannot witness the feverish preparations for war. The Tartars have launched an offensive on the post where Drogo once spent his life.

This Montblanc variant also plays with hope. The smooth bottle with the delicate snap cap is almost a work of art. The opulent opening, thanks to grapefruit, appears quite genuinely neat, but quickly transitions into a sweet-soft drydown. The appealing start with a freshness kick is unfortunately soon hopelessly over. Unnoticed, one is left alone with the quietly pleasing base.

And just like with Drogo, the desire is the scent definition in Legend Spirit. Not the reality."
Legend Spirit,05/23/2018,Farneon,M,112,,2,Salt on Our Skin???,"So, I’ll keep it as short as possible! This scent cannot compete with the Montblancs I otherwise love: Individuel, Presence, and Starwalker ""stinking"" in my nose! Luckily, all three can still be ordered, but they probably won’t be produced anymore! What a shame: The good ones are being phased out, while the bad ones are kept! :-( Free after the motto ""I liked the old songs, not the new ones""! What would I give to be able to smell Photo, Relax, or Bogner Man again ...

But back to LS: Not a terrible or bad scent, but I have enough options in my closet to reach for something else in case of ""freshness."" Why? LS has a very salty note for me, and I can’t handle that. I have no idea where it comes from, but that’s how I perceive it. Therefore, LS smells somehow ""mustier"" and ""stricter"" to me than other citrus aquatics, which I actually like very much. A bit like sweat, you know! ;-)

But of course, this is just my personal impression. So if you like it ..."
Legend Spirit,11/21/2021,Philipp91,M,219,HELPFUL REVIEW,5,A lot of quality for little money,"Montblanc really offers great fragrances for relatively little money. The Legend Spirit EdT is very similar to Paco Rabanne Invictus EdT. However, it is more exciting, fresher, and fruitier. Of course, it also has a decent amount of sweetness, but it also features aquatic notes, grapefruit, and bergamot. These provide the freshness.

The scent lasts about as long as Invictus, with excellent longevity and sillage (around 8 hours of good projection). A fragrance for everyday wear, for going out, to make a statement, for the club. Unlike Le Male or One Million, Legend Spirit can still be worn well at 30+. The bottle is beautifully white and silver and feels really high-quality. And the kicker is, of course, the price: for little money, you get a lot of fragrance quality! Definitely worth a try!"
Legend Spirit,09/18/2019,Timboeck,M,8,HELPFUL REVIEW,7,Cagliari in May,"Salvatore opens his eyes, the light gently streaming through the slats of the closed shutters. He gets up, walks to the kitchen, and opens the refrigerator. The scent of the ripe grapefruit he placed inside two days ago wafts towards him. He takes the glass carafe filled with water from the fridge, fills a glass with the cold water, opens the wings of the balcony door of his..."
Legend Spirit,09/01/2022,Sirbennyone,M,499,HELPFUL REVIEW,9,Underrated...,"Sometimes you need something quick (in the car, in the bathroom, or who knows where) and in my opinion, this is the fragrance - a no-brainer....

I've read for years that it smells like shower gel, but sometimes I wonder, what's so bad about that?

We all know cheap shower gels or deodorants, and most people use them too; are they bad? They can be annoying or feel less luxurious, that's true, but they do have a job, and they fulfill it - just like this fragrance here.

I've been using it for several years now, and when it comes to compliments, it casually outperforms many €200 (+) fragrances, and that alone says a lot.

When I wear it, I feel fresh - refreshed and really satisfied, that's how it should be.

AND the price-performance ratio is MEGA!
(200ml for less than 40 euros ;) )

Best regards"
Legend Spirit,05/04/2016,pudelbonzo,F,2405,HELPFUL REVIEW,4,subtle all-rounder,"I like Legend for Women - and the men's version appeals to me as well. A subtle classic all-rounder that fits well with a suit and in the office - especially with public traffic. Legend is easily noticeable, but unobtrusive. I would love to catch a whiff of it on my friendly banker when he takes me aside for a ""face-to-face"" conversation. That way, the technical terms..."
Legend Spirit,03/20/2021,Anguilla85,M,22,,2,Works (almost) always for (almost) everyone,"Contrary to all ""rules,"" I wore it this winter when the snow was 30-40 cm high on the cars. Sure, this is a classic scent for summer or warmer spring days, but I was approached outside in the freezing cold by an acquaintance: ""You've really doused yourself."" I hadn't applied more than usual, and I was surprised because I didn't initially perceive the sillage as strong. In..."
Legend Spirit,10/10/2024,Duftboy675,M,5,HELPFUL REVIEW,6,The White Vest,"Here we have the well-known and also popular clean guy from Montblanc. I became aware of it through various recommendations. Not only was the scent highlighted, but also the very good price-performance ratio. You can get 200ml for a mid-range two-digit amount. And what can I say? Yes - you can't go wrong with this EDT! At least if you're looking for a fresh companion for..."
Legend Spirit,08/22/2021,Dennis79,M,27,,2,Aquatic and Affordable Summer Hubba Bubba,"In search of a fresh summer fragrance, I tested this one in stores. Since Montblanc fragrances generally offer very good value for money and I liked the scent, I made a direct purchase. SCENT: What does it feel like to wear *Legend Spirit*? - Like being at a summer beach party or exercising. I perceive an aquatic grapefruit that simply smells pleasant. A bit reminiscent of..."
Legend Spirit,03/19/2021,Carthago911,M,3,HELPFUL REVIEW,1,Beautiful but Weak Everyday Fragrance,"In itself, Legend Spirit is a great, fresh fragrance that can be worn by any man. Online, it is often claimed that it smells like Invictus Aqua (2016), which I cannot confirm for myself. JF often compares it to toilet spray in a positive sense, which I find quite far-fetched.

Longevity is rather ""very weak"" for me, as it quickly disappears even from clothing. The sillage is okay in the initial minutes but fades quite quickly, so in my opinion, the scent is only perceived close to the body. However, this is not a deal-breaker for its price. Compared to other Mont Blanc fragrances, the performance is rather weak.

I can imagine the fragrance very well on very hot days inland or on vacation. It makes sense especially when you know that you will be showering or bathing in the next few hours. It is also suitable for the office on warmer days, although one would need to reapply several times a day. It is also suitable for men who like to wear a fragrance while training at the gym or for applying ""after"" (of course after showering ;-)).

Conclusion: Acceptable for the price and very well suited for ""unimportant"" everyday situations."
Legend Spirit,09/13/2024,Moritz007,M,6,HELPFUL REVIEW,4,A summer must.,"Montblanc Legend Spirit is a fragrance that truly surprises for its price! When I first applied it, a strong, fresh hint of fruity notes immediately came through, like pear (even though there’s none in it, haha) or grapefruit. Very aquatic. The opening is really zesty, with a mix of the aforementioned grapefruit and bergamot that refreshes you right away and gives you that clean shower feeling.

What I particularly like is that the fragrance doesn’t change too much. Sure, over time it becomes a bit warmer, with those wood notes in the background, but that fresh feeling remains throughout. For the price you pay, you really get a lot - a great blend of freshness and elegance that is perfect for warm days.

One downside: the longevity could perhaps be a bit better, but at this price, you can just apply a little more, haha. If you’re looking for something light and fresh that isn’t overwhelming, then Legend Spirit is truly a good choice!"
Legend Spirit,09/02/2022,Babidi,M,4,HELPFUL REVIEW,3,The No-Brainer for Spring and Summer,"Montblanc Legend Spirit is for me one of the absolute no-brainer fragrances for spring and summer. When I have to rush to work in the morning and don’t have time, reaching for this bottle is almost automatic. Uncomplicated, fresh, yet not too synthetic and appealing to almost everyone. I think no one will have an issue with this scent. The versatility is a very positive..."
Legend Spirit,04/01/2022,JPP,M,7,,2,Sporty!,"This fragrance is the epitome of ""fresh,"" ""sporty,"" and ""masculine.""
It is perfect for the gym and everyday wear.
Projection is weak.
Longevity is unfortunately lacking as well.
However, due to the price, it is still absolutely recommendable.
Blind-buy potential.
For those who value strong projection, this fragrance is not recommended."
Legend Spirit,07/25/2024,GoodTim3s,M,7,HELPFUL REVIEW,2,The best Montblanc?,"For me, definitely the best Montblanc.

For sporty people who often dress casually, it's just an awesome all-rounder.

The scent is fresh, slightly sweet, partly warm, partly blue, it really can do it all.

Many see a resemblance to Invictus Aqua (2016).

It is definitely usable in pretty much any situation.

I also don't think it's too youthful, as many claim.

You should definitely give it a try if you like freshies :)"
Legend Spirit,06/05/2024,Chearsky,M,20,,3,You could have been so good!,"From the scent profile this fragrance gives off, it is clearly one of the best aquatic scents I know. The aquatic notes, bergamot, and lavender harmonize excellently. A brilliant everyday companion that unfortunately does NOT last long and whose sillage is also not really good...
It has the potential to be among the best, but unfortunately, it was not fully utilized.

All in all, you can't complain for this price; you get such a great fragrance for so little money (then you just have to take it with you and reapply).

It is perfect as a gym scent; the fragrance makes you want to work out!"
