product_name,review_date,reviewer_name,reviewer_gender,reviewer_total_reviews,helpful_badge,award_count,review_title,review_content
Cocktail,05/27/2021,Velamint,M,13,HELPFUL REVIEW,17,Luxury Powder Puff,"Today, Cara moved in with me.
It was a rather spontaneous decision, as I had sworn to live alone from now on, for reasons.
Things turned out differently, and I am glad about it.
Cara is simply wonderful.
She doesn't like to be in the spotlight, yet she is hard to overlook.
She appreciates understatement, and that is precisely what makes her so appealing.
She comes on quiet feet and enchants with her lightness more than many crowd-pleasers that shout ""Make way!"" from 10 meters away.
Cara wraps you around her finger without you even noticing, and before you know it, she has come to stay.
Resolutions are made to be broken, so I gladly made room for Cara beside me.

Cara?

CARA???

Oh there you are, hmmmm……"
Cocktail,06/30/2013,Sabi,F,69,VERY HELPFUL REVIEW,13,Liquid Happiness,"This comment is dedicated to my ""scent sister"" AnnaKi :-)

Cara...the world's most beautiful vanilla scent!

Delicious, airy, and soaring it is, ""uplifting"" like the golden rays of the sun, it surrounds me like liquid happiness.

It is hard to put into words because something very special defines it; how can I do it justice? It is different from all other vanilla scents.

Sweet yet light, it has a pronounced caramel note that doesn’t feel heavy and still shows a lot of presence. The almond is more like almond milk dusted with the finest powder.

Although a gourmand with plenty of sillage and longevity, it remains as light as a golden vanilla kiss from an angel. A delicate creaminess like a spread cake batter is added; all of this is always very sweet but never too sweet. It must be the amber that ensures it is and remains an adult gourmand.

It radiates carefreeness and an inner sunshine... ""I am 8 years old and ride my bike home from school, today it ends early, I am so happy. In the warm summer air, butterflies flutter, my fingers brush past golden ears of corn along the roadside, the wind gently caresses my face... when I arrive home, my mother sets a bowl of still warm vanilla pudding with caramel sauce on the table, outside the birds are chirping, life is so beautiful""...
This feeling is what Cara transports for me.

The only question remains why on earth it is not yet in my collection;-)"
Cocktail,03/20/2014,Calista,F,102,HELPFUL REVIEW,9,High Summer Vanilla,"The Cara is beautiful.
The Cara makes you happy.
The Cara invites you to feel good.
The Cara is very clingy.
The Cara is sweet and powdery and soft.
The Cara takes me mentally through a high summer wildflower meadow in the morning, where the incredibly wonderful vanilla combines with the scent of the wild meadow for many, many hours.
The Cara is different from other vanilla fragrances, with a subtler sweetness that never overwhelms.
The Cara is sunny, blissful vanilla with powdered sugar and more summery than any other perfume.
The Cara is an absolute dream that I always love to have by my side."
Cocktail,07/21/2011,KittyHawk,F,31,VERY HELPFUL REVIEW,4,Vanilla Crescent!,"I have to agree with Sunshine - a sweet, angelic almond note garnished with vanilla sugar to comfort on dark and cold days. One wants to throw on their cozy tracksuit and then disappear under the blanket on the couch or in bed with the scent on their skin :)

The fragrance is sweet - but not cloyingly sweet. You can't directly smell the amber, but I think it’s exactly this hint that keeps the scent balanced so it doesn’t drift into girly sweetness. Thus, it remains a cozy scent for the adult woman or a sweet man *g* (mine likes such fragrances), which also surprisingly lasts well on the skin and hardly changes in its presence.

Autumn can come! (well, actually it’s almost here already *laugh*)"
Cocktail,04/18/2021,PennyPearl,F,108,,5,Dark Chocolate Mousse with Toothpaste Topping,"Cara, is that really you?!?
I heard you’re supposed to be quite sweet and playful, you actually sounded quite pretty...
Now that we’ve met in person, I have to say;
I thought I was facing a dark bitter chocolate dessert with liqueur.
Unsweetened almonds, generally no sweetness, rather bitter.
Maybe a little glass of Baileys...
I smell vanilla at 0%
An unexpected start, but it gets even stranger.
A bright dentist smell follows, which sometimes lurks in gourmand-tinged fragrances, mild toothpaste/mint gum, every vague gourmand note completely gone.
The scent now appears almost airy, like the cool freshness in the mouth after brushing teeth.
Really quite strange...

It remains a bitter musty After Eight chocolate, I guess I have to imagine vanilla with it,
roasted almonds without sugar with some insignificant powdery note somewhere in the background, which might be responsible for this mustiness that resonates.
For me, there’s no further development on the skin, it smells rather one-dimensional and weak, with just a hint of sweetness at the very end with its last strength.
And I had feared beforehand that it might be too sweet foody for me...

So I’m confused.
The fragrance pyramid and associative descriptions of others cannot align with my scent perception, unfortunately not even close..."
Cocktail,03/10/2015,Biggihi,F,131,,2,Gentle Vanilla,"Cara is the gentlest vanilla I have tested so far. Right from the start, it envelops me with its softness. After about half an hour, I was startled: marzipan. I really don't like that at all. But just half an hour later, the gentle vanilla was back and the marzipan had disappeared. And that's how it stayed for 14-15 hours."
Cocktail,02/24/2024,Dennis1104,M,995,,3,"Quite linear, but a special DNA","Cara is a special fragrance.
It conveys its own vibes and definitely leans towards a sweet gourmand-like direction.
Additionally, it is quite powdery and has a certain spiciness.

Cara doesn't have many fragrance notes, and you can tell.
The scent progression is quite linear, but that's not a problem at all, as the DNA is so special.

What does the fragrance do?
Personally, it gives me associations with certain desserts. I definitely think of rice pudding or semolina pudding. Of course, the rice pudding or semolina pudding is refined with a good portion of vanilla.

Not much more happens for me, but I find that good.
It simply has something.
However, it is also not cloyingly sweet; it even comes across with a slight ""spiciness.""
A kind of sweet spiciness.
Difficult to describe more precisely.

In conclusion, Cara is a special and unique sweet fragrance. It doesn't fully match my taste, but I appreciate it.

The performance is okay.
It lasts about 6-7 hours on me, but it becomes relatively close to the skin fairly quickly.
At least that's how it is on my skin.

Do give it a try if you want to smell something like vanilla semolina pudding or rice pudding as a perfume."
Cocktail,01/17/2014,Phelicia,F,24,,1,Scent in Disguise - the Heart of the Matter?,"At first, it was beautiful and gentle and sweet. Then it turned bitter. Then again heavenly soft. Then bitter. What is this fragrance doing? And how can I stop it? I simply prefer the pretty poodle over Mephistopheles! Aaaargh, this is driving me insane!"
Cocktail,03/28/2025,Laviniana,F,6,,1,Finally found …,"Finding Cara just before this fragrance was discontinued means the world to me.

In the 90s, The Body Shop had some glass bottles with perfume oil for testing. They were placed on a round tray.
They were really intensely fragrant and long-lasting. A drop was enough to fill a room with the scent.

The Vanilla Perfume Oil was my scent, love at first sniff. The fragrance of my youth … It was a wonderful and pure vanilla pudding or marshmallow smell, the most beautiful of all vanilla scents, intensely room-filling and long-lasting. A scent like a loving embrace, a scent to feel good … A scent that comforts you.
I needed nothing else. Until I could no longer repurchase it …
It was reformulated and later completely discontinued.

It never completely let me go …
Years later, I set out on a quest. Determined to find something comparable. Something that could similarly comfort my soul and satisfy my longing for it.

I sniffed through so many vanilla fragrances and oils, made many blind purchases because others described this or that scent as similar. But everything was far from my scent memory.

Until the day this unassuming 30ml bottle named “Cara” moved in with me. I had ordered it directly from the manufacturer at a special price in the outlet.

The adhesive label was already peeling off, it seemed rather unpromising to me. Until I sprayed it and almost cried. This is it, the scent of my youth, I was speechless and I could even stock up on it before it too was discontinued."
Flower's Barrow,12/23/2020,Scentwitch,F,292,,1,Heavy Caramel,"I’m a little surprised by the notes in this fragrance. I expected all pear, but it’s really heavy on the caramel.
My husband walked by me and said I smelled like a tree. A perplexing statement for sure, I asked to explain. He told me I smelled like tree sap. Hmmm. He didn’t like it.
I do, however.

Pear Tree smells like a vanilla dessert. Cake, perhaps, but more like pie. Pie with vanilla ice cream.
It’s great for the holidays!

Sillage: 4 feet, so really good
Longevity: good
Bottle: average"
29 High Street,05/09/2022,Lizzy90,F,2,,5,My new friend Francesca - At Mazzolari in Milan,"At Easter, I went to Milan and a visit to Mazzolari was a must. I own Vaniglia, which I love very much, and wanted to get to know the other Mazzolari fragrances, as they unfortunately do not sell sample sets. Mazzolari has 4 stores in Milan, I was in a beautiful old building near the Duomo.
The lively and very communicative saleswoman Geraldina advised me very competently. I was looking for a fresher summer scent. She recommended Francesca, which she perceives as very cheerful. I agree.
Francesca starts off citrusy fresh, shortly after that aquatic notes blend in, which I perceive throughout the entire fragrance development. It becomes slightly powdery, a few flowers peek through, until a fluffy musk becomes more present. Generally, the scent reminds me of a sea breeze in Liguria, where, alongside the sea, many colorful flowers bloom and someone has hung fresh laundry in the narrow streets. I hardly notice patchouli and sandalwood.
I am looking forward to summer, when I will test Francesca in high temperatures. She will definitely accompany me on my trip to Liguria in July."
New Romantics,12/03/2021,Philipp91,M,219,,1,Wild!,"Kenzo Jungle is a fragrance I know from my childhood. My elementary school teacher used to wear it (hopefully still does today). It was very influential. Now I really wanted to try the men's version, as the original appealed to me and I didn't want to wear a women's perfume. I must say, there are definitely some parallels between the two. But the men's fragrance is much spicier. One could say it is an early precursor to Spicebomb EdT. Not quite as sweet, a bit woody, but a full spice bomb. Sniffing out individual notes is impossible for me. But the interplay is superb. For me, it's an exotic spicy scent for cold days.

Longevity and sillage are very good, similar to Spicebomb, easily 6 to 7 hours, and you will definitely be noticed. If you don't want that, you should avoid this fragrance. If you can still find it (I have the 100ml version), it's usually around 50 to 60 euros. That's a fair price. The bottle with the zebra brush is thematically fitting, creative, and I like it."
New Romantics,12/21/2018,Farneon,M,112,VERY HELPFUL REVIEW,8,Balm for the (stressed) Soul,"Normally, I’m not a fan of Kenzo. Neither Homme, Night, nor Power appeal to me, although I wouldn’t deny that all three fragrances have a distinct character. Accordingly, my expectations for Jungle were rather low, especially since I couldn’t really imagine the interplay of the mentioned ingredients. Well, the result can definitely be appreciated on my skin. However, I do have to deduct points for the zebra-like ""bush"" on the cap of the bottle. But for those who need a built-in brush for cleaning electric shavers or similar, this might be a delight! ;-)

Now to the scent: It exudes a fresh-warm aura, fitting for the climate zone it’s named after. I would describe it as unisex rather than distinctly masculine. Fortunately, the indicated sweetness is very subtle and does not rely on the often typical tonka-vanilla combination. Citrusy wood is probably what my nose perceives the most. But there’s something else that, like with most Kenzos, provides an extremely individual note. I can’t really attribute this to any specific ingredient and would describe it as balsamic, with a hint of floral and powdery nuances.

Thus, a rounded and harmonious overall scent emerges with long-lasting wear and a pleasant sillage, more soft than abrasive, yet still very special. For me, Jungle fits perfectly into the urban jungle and is universally wearable, meaning suitable for any season and occasion. However, those expecting something herbaceous-green or even resinous-leathery from the name are mistaken. Jungle is convincingly gentle harmony that has been overlooked for far too long!"
25:43,09/13/2019,Polarrfox,F,47,,1,Spice with Orient dream...,"Strong, spicy fragnance.
I can feel lots of Spice connected with oriental aura around. Mystery and strong fragnance into it, interesting combination.
Its unisex, but I personally think its more for women.
Sillage is above-average, longevity too."
25:43,09/27/2024,Smirky,M,483,,1,Exceptional value but no wow factor for me,"Qaa'ed opens sweet spicy. Sweetness was a bit much for me, but as it dried down it became much less sweet. It then focused on the woody notes, mainly the sandalwood and oud with the carnation adding a nice bite. Mild vanilla was there; wouldn't call this a strong vanilla scent. Finally got subtle whiffs of leather. Very unique fragrance. Longevity is quite good while the sillage was only moderate for me. Considering the price, Qaa'ed is an exceptional value.

All that said, Qaa'ed didn't wow me. Will probably not be getting a FB."
25:43,05/22/2025,ClaireV,F,969,,1,"Been 'macerating' since 2021, still horrible, send help","I bought Qaa’ed for my husband in 2021 and all four of us have rued the day I did ever since. Taken in (and not for the last time, I bet) by all the mentions on Fragrantica of warm gingerbread or cardamom cookies, and conveniently ignoring all the reviews that mentioned how it smelled like a loud men’s aftershave, I imported it at some expense from Indian eBay, from whence it was dispatched – it seemed to me, given the seven weeks it took to arrive – on the back of manatees and elephants.

Exotic back story and all, you might say my expectations were high. One spray was enough to reveal the gravity of my mistake. Give it some time to ‘macerate’ they said, and that synthetic-smelling roar will die down to reveal the glories of a highly spiced, leathery, caramelized woody scent. Reader, it’s been three full years since this thing got shoved to the back of the sock drawer, and having pulled it out again just now, it is with a heavy heart that I inform you that Qaa’ed needs a full 36 months of aging to smell a mere 10% better than it did when you first opened the bottle.

Rather than tell you what’s ok about this scent (a short list indeed, and includes the bottle), I am going to tell you about what’s wrong with it. First of all, the combination of treacly, syrupy sweet notes over those brash ‘burnt wood’ aromachemicals make it smell like any generic designer scent that markets itself as ‘smoky’ or ‘oriental’ these days – anything that comes in a black bottle, basically – and is unfortunately close to the chemical marshmallow BBQ stench of By the Fireplace. The cardamom and other spice notes barely register against the burnt but radiant woody amber, so the gingerbread cookies remain trapped in your hopes and dreams rather than making it out there on your arm. Lastly, its spicy masculine leather notes take it beyond the outer limits of my personal gender stretchiness – I would no more wear this than I would Brut or Old Spice (but obviously, I am not you, so you do you).

Lastly – and yes, I know I already promised that the last point was ‘lastly’ but since my hatred of this knows no bounds, I shall continue – it contains a sulfurous chemical that smells like boiled cabbage or broccoli farts, which means it’s giving a little Hard Leather, another monstrosity, this time of the Norlimbanol sort."
25:43,02/12/2025,Mohashim,M,140,,1,Spice & Leather: A Winning Blind Buy,"I took a chance on this fragrance after seeing mixed reviews, and I'm so glad I did! The initial spray is a burst of warm, spicy notes – cardamom and cinnamon dominate, creating a comforting and intense opening. As a fan of bold scents like Spicebomb Extreme, I was immediately hooked. The drydown reveals a smooth leather note alongside the lingering cardamom. Overall, it's a warm, masculine, and spicy fragrance that punches way above its price point. Solid performance too, with 7 hours of longevity and 2 hours of decent projection."
25:43,10/08/2025,ScoopyScoop,F,101,,0,"Great For Other Ppl, Not for Me","I know this is a well-loved fragrance in scent review spaces, yet I’m struggling get at why. Albeit, leather is highly dominant here and I’m definitively not a leather fan. I’m also quite new to the Oud train and I’m still learning to appreciate that historical, divisive note. From others’ reactions, this must be a great scent but perhaps not a great scent for me.

To my nose, on this paper strip, I get an artificial Oud and amber at the base with spices and spicy florals (carnations or geranium maybe?) at the top. Even on a test strip, it’s super clear this scent is optimal during cold weather. My reaction may also be coming from the fact that it’s currently 96 F/35.5 C and this scent would truly choke someone out in the heat.

I like most of the notes otherwise. To give this an honest and true fair shake, I’ll try another test strip when the temperature dips."
25:43,07/12/2020,AromaTikka,M,9,VERY HELPFUL REVIEW,22,"Vegan Apricot and Peach Leather Tanned in Saffron Solution, Finished with Cardamom Polish","◘Simplified fragrance pyramid: Top note: Peach blossom or magnolia, slightly piercing ethereal tones Heart note: Apricot pulp, peach skin, mango flesh, cardamom, rose geranium Base note: Saffron extract, vegan (synthetic) leather, balsamic wood, chemical fixatives ________________________________________________________________ ◘Range intensity (projection &..."
25:43,11/19/2021,Julieta,F,12,,15,Mmmmmmhhhhhhh..... powdery-oriental,"Sometimes, when the scent perception deviates so extremely, it seems like you must have smelled a completely different perfume than the rest. That's how I feel about Qaa'ed. The good news: that's not a problem at all, because what I smell is so good that I will definitely be getting a full bottle. Even though it is neither what is listed in the pyramid nor what the majority of..."
25:43,11/07/2021,Manuel81,M,59,HELPFUL REVIEW,6,Unique? Hidden Gem? Niche? Dupe?,"All of this crossed my mind when I first heard about Lattafa.
This fragrance is distinctly different from all the others in my collection.
Very masculine, oriental/spicy. Primarily smells of cardamom, cloves & cinnamon, while being completely unsweet.
For the first 30 minutes, an intense leather note prevails... To my surprise, the scent smells very natural and not synthetic at all.
I like to use it for layering with sweet-spicy/powdery fragrances like THE ONE EDP / DIOR HOMME INTENSE / Givenchy Gentleman or Givenchy PI.
Fortunately, it's affordable enough for a blind buy.
Worn solo, it's a bit too intense for me personally.
Longevity easily 12 hours.
Sillage on my skin is a maximum of 7."
